freq,unit,landuse,geo,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
A,KM2,TOTAL,DE723,:,:,:,:,:,:,:,738.3,738.4,738.4,738.4,738.4,738.4,738.4,738.5,738.5,738.5,738.5,738.5,738.5,738.5,738.5,738.5,738.5,739.0,738.0
A,KM2,TOTAL,DE724,:,:,:,:,:,:,:,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.5,1262.6,1262.6,1262.6,1262.6,1262.0,1263.0
A,KM2,TOTAL,DE725,:,:,:,:,:,:,:,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0
A,KM2,TOTAL,DE73,:,:,:,:,:,:,:,8288.6,8288.7,8288.7,8288.7,8288.7,8288.7,8288.9,8288.8,8288.9,8288.9,8288.8,8288.8,8288.8,8288.8,8288.8,8288.7,8288.9,8289.0,8289.0
A,KM2,TOTAL,DE731,:,:,:,:,:,:,:,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,107.0,107.0
A,KM2,TOTAL,DE732,:,:,:,:,:,:,:,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.4,1380.0,1380.0
A,KM2,TOTAL,DE733,:,:,:,:,:,:,:,1097.1,1097.1,1097.1,1097.1,1097.1,1097.1,1097.1,1097.1,1097.2,1097.2,1097.1,1097.1,1097.1,1097.1,1097.1,1097.1,1097.1,1097.0,1097.0
A,KM2,TOTAL,DE734,:,:,:,:,:,:,:,1292.8,1292.8,1292.8,1292.8,1292.8,1292.8,1292.9,1292.8,1292.8,1292.8,1292.8,1292.8,1292.8,1292.8,1292.8,1292.8,1292.9,1293.0,1293.0
A,KM2,TOTAL,DE735,:,:,:,:,:,:,:,1538.4,1538.5,1538.5,1538.5,1538.5,1538.6,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1538.5,1539.0,1539.0
A,KM2,TOTAL,DE736,:,:,:,:,:,:,:,1848.6,1848.5,1848.5,1848.5,1848.5,1848.6,1848.6,1848.6,1848.6,1848.6,1848.6,1848.6,1848.6,1848.6,1848.6,1848.4,1848.4,1848.0,1848.0
A,KM2,TOTAL,DE737,:,:,:,:,:,:,:,1024.7,1024.7,1024.7,1024.7,1024.7,1024.5,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1024.7,1025.0,1025.0
A,KM2,TOTAL,DE8,:,:,:,:,:,:,:,23170.2,23170.3,23171.0,23171.5,23172.5,23173.0,23173.5,23174.2,23180.1,23180.1,23182.4,23182.4,23182.4,23189.0,23190.8,23194.2,23210.6,23213.0,23213.0
A,KM2,TOTAL,DE80,:,:,:,:,:,:,:,23170.2,23170.3,23171.0,23171.5,23172.5,23173.0,23173.5,23174.2,23180.1,23180.1,23182.4,23182.4,23182.4,23189.0,23190.8,23194.2,23210.6,23213.0,23213.0
A,KM2,TOTAL,DE803,:,:,:,:,:,:,:,180.6,180.6,180.6,180.7,181.0,181.0,181.0,181.0,181.4,181.4,181.4,181.4,181.4,181.3,181.3,181.3,181.3,181.0,181.0
A,KM2,TOTAL,DE804,:,:,:,:,:,:,:,130.2,130.3,130.3,130.3,130.3,130.4,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,131.0,131.0
A,KM2,TOTAL,DE80J,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5470.0,5470.0
A,KM2,TOTAL,DE80K,:,:,:,:,:,:,:,:,:,:,3419.5,3419.7,3419.7,3419.8,3419.8,3420.1,3420.1,3420.5,3420.5,3420.5,3432.0,3432.0,3432.0,3432.0,3423.0,3423.0
A,KM2,TOTAL,DE80L,:,:,:,:,:,:,:,:,:,:,3180.8,3180.9,3181.3,3181.3,3181.6,3185.5,3185.5,3186.5,3186.5,3186.5,3207.0,3207.0,3207.0,3207.0,3207.0,3207.0
A,KM2,TOTAL,DE80M,:,:,:,:,:,:,:,:,:,:,2116.6,2116.7,2116.9,2117.0,2117.2,2117.4,2117.4,2117.4,2117.4,2117.4,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0
A,KM2,TOTAL,DE80N,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3930.0,3930.0
A,KM2,TOTAL,DE80O,:,:,:,:,:,:,:,:,:,:,4749.6,4749.6,4749.6,4749.8,4749.7,4749.9,4749.9,4750.0,4750.0,4750.0,4752.0,4752.0,4752.0,:,4752.0,4752.0
A,KM2,TOTAL,DE9,:,:,:,:,:,:,:,47612.2,47613.4,47613.5,47614.3,47615.7,47616.5,47618.0,47618.2,47624.2,47624.2,47641.1,47641.1,47641.1,47635.0,47612.9,47613.6,47613.8,47614.0,47615.0
A,KM2,TOTAL,DE91,:,:,:,:,:,:,:,8097.3,8097.5,8097.8,8098.0,8098.0,8098.5,8099.1,8098.9,8099.4,8099.4,8099.6,8099.6,8099.6,8099.8,8099.9,8100.0,8100.0,8100.0,8100.0
A,KM2,TOTAL,DE911,:,:,:,:,:,:,:,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.2,192.2,192.2,192.2,192.0,192.0
A,KM2,TOTAL,DE912,:,:,:,:,:,:,:,223.9,223.9,223.9,223.9,223.9,223.9,223.9,224.0,223.9,223.9,223.9,223.9,223.9,223.9,223.9,223.9,223.9,224.0,224.0
A,KM2,TOTAL,DE913,:,:,:,:,:,:,:,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.1,204.1,204.1,204.1,204.0,204.0
A,KM2,TOTAL,DE914,:,:,:,:,:,:,:,1561.9,1562.1,1562.5,1562.5,1562.7,1562.7,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1563.0,1563.0
A,KM2,TOTAL,DE915,:,:,:,:,:,:,:,1117.1,1117.2,1117.0,1117.1,1116.6,1117.2,1117.3,1117.4,1117.5,1117.5,1117.5,1117.5,1117.5,1117.2,1117.2,1117.2,1117.2,1117.0,1117.0
A,KM2,TOTAL,DE916,:,:,:,:,:,:,:,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.1,965.1,965.1,965.1,965.1,965.2,965.3,965.3,965.3,965.0,965.0
A,KM2,TOTAL,DE917,:,:,:,:,:,:,:,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,673.8,674.0,674.0,674.0,674.0,674.0
A,KM2,TOTAL,DE918,:,:,:,:,:,:,:,1266.7,1266.7,1266.7,1266.6,1266.9,1266.8,1267.3,1266.8,1267.0,1267.0,1267.1,1267.1,1267.1,1267.0,1267.1,1267.1,1267.1,1267.0,1267.0
A,KM2,TOTAL,DE919,:,:,:,:,:,:,:,636.1,636.1,636.1,636.1,636.1,636.1,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0,636.0
A,KM2,TOTAL,DE91A,:,:,:,:,:,:,:,534.4,534.4,534.5,534.5,534.5,534.5,534.5,534.8,534.7,534.7,534.9,534.9,534.9,534.9,534.9,534.9,534.9,535.0,535.0
A,KM2,TOTAL,DE91B,:,:,:,:,:,:,:,722.2,722.2,722.3,722.3,722.3,722.3,722.3,722.4,722.5,722.5,722.5,722.5,722.5,722.7,722.5,722.5,722.6,723.0,723.0
A,KM2,TOTAL,DE92,:,:,:,:,:,:,:,9045.5,9045.6,9045.7,9046.0,9046.3,9046.6,9046.9,9046.8,9047.1,9047.1,9047.2,9047.2,9047.2,9047.5,9047.7,9047.9,9047.9,9048.0,9048.0
A,KM2,TOTAL,DE922,:,:,:,:,:,:,:,1987.4,1987.4,1987.5,1987.5,1987.6,1987.6,1987.6,1987.6,1987.6,1987.6,1987.7,1987.7,1987.7,1987.8,1987.9,1987.9,1987.9,1988.0,1988.0
A,KM2,TOTAL,DE923,:,:,:,:,:,:,:,796.1,796.1,796.1,796.1,796.1,796.1,796.1,796.2,796.2,796.2,796.2,796.2,796.2,796.2,796.1,796.1,796.1,796.0,796.0
A,KM2,TOTAL,DE925,:,:,:,:,:,:,:,1205.3,1205.4,1205.2,1205.4,1205.5,1205.7,1205.7,1205.7,1205.8,1205.8,1205.8,1205.8,1205.8,1205.8,1205.9,1205.9,1205.9,1206.0,1206.0
A,KM2,TOTAL,DE926,:,:,:,:,:,:,:,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.5,692.6,692.6,692.6,692.6,692.0,692.0
A,KM2,TOTAL,DE927,:,:,:,:,:,:,:,1398.7,1398.7,1398.7,1398.8,1398.8,1398.9,1398.9,1398.9,1398.9,1398.9,1398.9,1398.9,1398.9,1399.0,1399.0,1399.0,1399.0,1399.0,1399.0
A,KM2,TOTAL,DE928,:,:,:,:,:,:,:,675.6,675.5,675.6,675.6,675.6,675.6,675.5,675.5,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.6,675.6,676.0,676.0
A,KM2,TOTAL,DE929,:,:,:,:,:,:,:,2290.0,2290.1,2290.2,2290.2,2290.2,2290.3,2290.5,2290.4,2290.5,2290.5,2290.6,2290.6,2290.6,2290.7,2290.7,2290.8,2290.8,2291.0,2291.0
A,KM2,TOTAL,DE93,:,:,:,:,:,:,:,15504.7,15505.1,15504.7,15505.6,15505.9,15506.0,15506.6,15507.1,15507.8,15507.8,15508.0,15508.0,15508.0,15509.1,15494.4,15494.7,15494.8,15495.0,15496.0
A,KM2,TOTAL,DE931,:,:,:,:,:,:,:,1544.9,1544.9,1544.3,1544.9,1545.0,1545.0,1545.0,1545.0,1545.0,1545.0,1545.1,1545.1,1545.1,1545.1,1545.1,1545.2,1545.2,1545.0,1545.0
A,KM2,TOTAL,DE932,:,:,:,:,:,:,:,2072.5,2072.5,2072.5,2072.5,2072.5,2072.5,2072.5,2072.5,2072.6,2072.6,2072.6,2072.6,2072.6,2072.6,2057.8,2057.8,2057.8,2058.0,2058.0
A,KM2,TOTAL,DE933,:,:,:,:,:,:,:,1244.5,1244.5,1244.5,1244.5,1244.5,1244.5,1244.5,1244.6,1244.6,1244.6,1244.7,1244.7,1244.7,1244.9,1244.9,1244.9,1245.0,1245.0,1245.0
A,KM2,TOTAL,DE934,:,:,:,:,:,:,:,1219.6,1219.8,1219.8,1219.8,1219.8,1219.8,1219.8,1220.3,1220.5,1220.5,1220.5,1220.5,1220.5,1220.6,1220.6,1220.6,1220.6,1221.0,1221.0
A,KM2,TOTAL,DE935,:,:,:,:,:,:,:,1322.2,1322.3,1322.3,1322.5,1322.5,1322.6,1323.1,1323.1,1323.4,1323.4,1323.4,1323.4,1323.4,1323.5,1323.5,1323.5,1323.5,1323.0,1324.0
A,KM2,TOTAL,DE936,:,:,:,:,:,:,:,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.7,650.8,650.8,650.8,650.8,651.0,651.0
A,KM2,TOTAL,DE937,:,:,:,:,:,:,:,2069.8,2069.8,2069.9,2069.9,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.1,2070.1,2070.1,2070.1,2070.1,2070.3,2070.3,2070.0,2070.0
A,KM2,TOTAL,DE938,:,:,:,:,:,:,:,1873.4,1873.4,1873.4,1873.4,1873.5,1873.5,1873.5,1873.4,1873.5,1873.5,1873.5,1873.5,1873.5,1873.6,1873.6,1873.7,1873.7,1874.0,1874.0
A,KM2,TOTAL,DE939,:,:,:,:,:,:,:,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
A,KM2,TOTAL,DE93A,:,:,:,:,:,:,:,1453.6,1453.7,1453.7,1453.8,1453.8,1453.8,1453.8,1453.8,1453.9,1453.9,1453.9,1453.9,1453.9,1454.1,1454.1,1454.1,1454.1,1454.0,1454.0
A,KM2,TOTAL,DE93B,:,:,:,:,:,:,:,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,787.7,788.0,787.9,787.9,788.0,788.0,788.0
A,KM2,TOTAL,DE94,:,:,:,:,:,:,:,14964.7,14965.1,14965.2,14964.7,14965.5,14965.5,14965.5,14965.4,14969.9,14969.9,14986.3,14986.3,14986.3,14978.6,14970.9,14971.0,14971.1,14971.0,14971.0
A,KM2,TOTAL,DE941,:,:,:,:,:,:,:,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.4,62.0,62.0
A,KM2,TOTAL,DE942,:,:,:,:,:,:,:,112.5,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.3,112.3,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.0,112.0
A,KM2,TOTAL,DE943,:,:,:,:,:,:,:,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0
A,KM2,TOTAL,DE944,:,:,:,:,:,:,:,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,119.8,120.0,120.0
A,KM2,TOTAL,DE945,:,:,:,:,:,:,:,103.4,103.4,103.4,103.4,103.4,103.4,103.5,103.5,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,107.0,107.0
A,KM2,TOTAL,DE946,:,:,:,:,:,:,:,728.2,728.2,728.2,728.2,728.2,728.2,728.2,728.2,728.3,728.3,728.4,728.4,728.4,728.3,728.4,728.4,728.4,728.0,728.0
A,KM2,TOTAL,DE947,:,:,:,:,:,:,:,1287.3,1287.3,1287.3,1287.3,1287.3,1287.3,1287.3,1287.3,1287.2,1287.2,1287.3,1287.3,1287.3,1287.3,1287.3,1287.3,1287.3,1287.0,1287.0
A,KM2,TOTAL,DE948,:,:,:,:,:,:,:,1417.7,1417.9,1417.9,1418.5,1418.1,1418.1,1418.1,1418.1,1418.2,1418.2,1418.3,1418.3,1418.3,1418.3,1418.3,1418.4,1418.4,1418.0,1418.0
A,KM2,TOTAL,DE949,:,:,:,:,:,:,:,2880.8,2881.0,2881.2,2880.8,2881.2,2881.2,2881.3,2881.2,2881.4,2881.4,2881.4,2881.4,2881.4,2881.8,2882.0,2882.0,2882.0,2882.0,2882.0
A,KM2,TOTAL,DE94A,:,:,:,:,:,:,:,607.7,607.7,607.7,606.8,607.7,607.7,607.7,607.4,607.9,607.9,607.9,607.9,607.9,607.9,607.9,607.9,607.9,608.0,608.0
A,KM2,TOTAL,DE94B,:,:,:,:,:,:,:,980.8,980.7,980.7,980.7,980.7,980.7,980.7,980.8,980.8,980.8,996.8,996.8,996.8,980.8,980.8,980.9,980.9,981.0,981.0
A,KM2,TOTAL,DE94C,:,:,:,:,:,:,:,1085.8,1085.8,1085.8,1085.8,1085.8,1085.8,1085.6,1085.8,1086.1,1086.1,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0,1086.0
A,KM2,TOTAL,DE94D,:,:,:,:,:,:,:,1062.9,1062.9,1062.9,1062.9,1062.9,1062.9,1062.9,1063.0,1063.1,1063.1,1063.1,1063.1,1063.1,1063.1,1063.1,1063.1,1063.1,1063.0,1063.0
A,KM2,TOTAL,DE94E,:,:,:,:,:,:,:,2121.5,2121.5,2121.5,2121.5,2121.6,2121.6,2121.5,2121.6,2121.6,2121.6,2121.6,2121.6,2121.6,2121.6,2121.6,2121.6,2121.6,2122.0,2122.0
A,KM2,TOTAL,DE94F,:,:,:,:,:,:,:,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,812.5,820.5,812.6,812.6,812.6,813.0,813.0
A,KM2,TOTAL,DE94G,:,:,:,:,:,:,:,822.0,822.0,822.0,822.0,822.0,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,821.9,822.0,822.0
A,KM2,TOTAL,DE94H,:,:,:,:,:,:,:,656.6,656.6,656.6,656.7,656.6,656.6,656.6,656.6,656.7,656.7,656.7,656.7,656.7,656.7,656.7,656.7,656.7,657.0,657.0
A,KM2,TOTAL,DEA,:,:,:,:,:,:,:,34077.7,34078.7,34079.9,34080.0,34081.4,34081.9,34082.8,34083.5,34085.3,34085.3,34086.0,34086.0,34086.0,34088.0,34092.3,34097.7,34109.7,34110.0,34110.0
A,KM2,TOTAL,DEA1,:,:,:,:,:,:,:,5289.2,5289.3,5289.8,5290.2,5290.4,5290.4,5290.4,5290.4,5290.4,5290.4,5290.4,5290.4,5290.4,5290.9,5291.0,5291.1,5292.3,5292.0,5292.0
A,KM2,TOTAL,DEA11,:,:,:,:,:,:,:,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.2,217.2,217.4,217.4,217.0,217.0
A,KM2,TOTAL,DEA12,:,:,:,:,:,:,:,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,233.0,233.0
A,KM2,TOTAL,DEA13,:,:,:,:,:,:,:,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.4,210.3,210.3,210.3,210.3,210.0,210.0
A,KM2,TOTAL,DEA14,:,:,:,:,:,:,:,137.6,137.5,137.5,137.7,137.7,137.7,137.7,137.7,137.8,137.8,137.8,137.8,137.8,137.8,137.8,137.8,137.8,138.0,138.0
A,KM2,TOTAL,DEA15,:,:,:,:,:,:,:,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.5,170.5,170.4,170.4,170.4,170.5,170.5,170.5,170.5,170.0,170.0
A,KM2,TOTAL,DEA16,:,:,:,:,:,:,:,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.0,91.0
A,KM2,TOTAL,DEA17,:,:,:,:,:,:,:,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.1,77.1,77.1,77.1,77.0,77.0
A,KM2,TOTAL,DEA18,:,:,:,:,:,:,:,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.5,75.0,75.0
A,KM2,TOTAL,DEA19,:,:,:,:,:,:,:,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.6,90.0,90.0
A,KM2,TOTAL,DEA1A,:,:,:,:,:,:,:,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.4,168.0,168.0
A,KM2,TOTAL,DEA1B,:,:,:,:,:,:,:,1231.4,1231.5,1232.0,1232.0,1232.2,1232.2,1232.2,1232.1,1232.1,1232.1,1232.1,1232.1,1232.1,1232.1,1232.2,1232.1,1233.0,1233.0,1233.0
A,KM2,TOTAL,DEA1C,:,:,:,:,:,:,:,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.1,407.2,407.0,407.0
A,KM2,TOTAL,DEA1D,:,:,:,:,:,:,:,576.2,576.2,576.3,576.4,576.4,576.5,576.5,576.5,576.3,576.3,576.3,576.3,576.3,576.5,576.5,576.5,576.5,577.0,577.0
A,KM2,TOTAL,DEA1E,:,:,:,:,:,:,:,563.3,563.3,563.3,563.3,563.3,563.2,563.2,563.2,563.3,563.3,563.3,563.3,563.3,563.3,563.3,563.3,563.3,563.0,563.0
A,KM2,TOTAL,DEA1F,:,:,:,:,:,:,:,1042.3,1042.3,1042.4,1042.4,1042.4,1042.4,1042.4,1042.5,1042.4,1042.4,1042.4,1042.4,1042.4,1042.5,1042.5,1042.5,1042.8,1043.0,1043.0
A,KM2,TOTAL,DEA2,:,:,:,:,:,:,:,7364.8,7364.8,7364.7,7364.5,7364.4,7364.5,7364.7,7364.7,7364.6,7364.6,7364.6,7364.6,7364.6,7364.6,7364.4,7364.5,7364.3,7364.0,7364.0
A,KM2,TOTAL,DEA22,:,:,:,:,:,:,:,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.2,141.1,141.0,141.0
A,KM2,TOTAL,DEA23,:,:,:,:,:,:,:,405.1,405.1,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.2,405.0,405.0
A,KM2,TOTAL,DEA24,:,:,:,:,:,:,:,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,78.9,79.0,79.0
A,KM2,TOTAL,DEA26,:,:,:,:,:,:,:,941.2,941.2,941.6,941.5,940.6,940.5,940.6,940.6,941.4,941.4,941.4,941.4,941.4,941.4,941.4,941.4,941.4,941.0,941.0
A,KM2,TOTAL,DEA27,:,:,:,:,:,:,:,704.8,704.8,704.8,704.5,704.5,704.5,704.4,704.4,704.6,704.6,704.6,704.6,704.6,704.6,704.6,704.6,704.6,705.0,705.0
A,KM2,TOTAL,DEA28,:,:,:,:,:,:,:,1249.1,1249.1,1249.1,1249.1,1249.0,1249.1,1249.0,1249.0,1248.9,1248.9,1248.9,1248.9,1248.9,1248.9,1248.7,1248.7,1248.7,1249.0,1249.0
A,KM2,TOTAL,DEA29,:,:,:,:,:,:,:,627.9,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0
A,KM2,TOTAL,DEA2A,:,:,:,:,:,:,:,918.1,918.1,918.1,918.1,918.2,918.2,918.5,918.5,918.6,918.6,918.6,918.6,918.6,918.6,918.6,918.9,918.9,919.0,919.0
A,KM2,TOTAL,DEA2B,:,:,:,:,:,:,:,437.7,437.6,437.6,437.6,437.6,437.6,437.6,437.6,437.5,437.5,437.6,437.6,437.6,437.5,437.5,437.3,437.3,437.0,437.0
A,KM2,TOTAL,DEA2C,:,:,:,:,:,:,:,1153.5,1153.4,1153.4,1153.4,1153.5,1153.7,1153.6,1153.5,1153.3,1153.3,1153.3,1153.3,1153.3,1153.3,1153.3,1153.2,1153.2,1153.0,1153.0
A,KM2,TOTAL,DEA2D,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,707.8,707.1,707.1,707.0,707.0
A,KM2,TOTAL,DEA3,:,:,:,:,:,:,:,6903.5,6904.3,6904.9,6905.2,6906.1,6906.3,6907.0,6907.4,6907.7,6907.7,6908.2,6908.2,6908.2,6909.2,6911.4,6911.4,6917.2,6917.0,6917.0
A,KM2,TOTAL,DEA31,:,:,:,:,:,:,:,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,100.6,101.0,101.0
A,KM2,TOTAL,DEA32,:,:,:,:,:,:,:,104.8,104.8,104.8,104.8,104.8,104.8,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,105.0,105.0
A,KM2,TOTAL,DEA33,:,:,:,:,:,:,:,302.8,302.8,302.8,302.8,302.8,302.8,302.9,302.9,302.9,302.9,302.9,302.9,302.9,303.0,303.0,303.0,303.0,303.0,303.0
A,KM2,TOTAL,DEA34,:,:,:,:,:,:,:,1417.8,1418.3,1418.3,1418.5,1418.5,1418.6,1418.8,1418.8,1418.8,1418.8,1419.2,1419.2,1419.2,1419.4,1419.7,1419.7,1421.0,1421.0,1421.0
A,KM2,TOTAL,DEA35,:,:,:,:,:,:,:,1109.8,1109.8,1109.8,1109.9,1109.9,1110.0,1110.1,1110.1,1110.2,1110.2,1110.2,1110.2,1110.2,1110.4,1112.1,1112.0,1112.0,1112.0,1112.0
A,KM2,TOTAL,DEA36,:,:,:,:,:,:,:,760.2,760.2,760.3,760.3,760.3,760.3,760.3,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.5,760.0,760.0
A,KM2,TOTAL,DEA37,:,:,:,:,:,:,:,1791.8,1791.9,1791.9,1791.9,1792.0,1792.1,1792.4,1792.5,1792.6,1792.6,1792.6,1792.6,1792.6,1792.7,1793.0,1793.0,1795.8,1796.0,1796.0
A,KM2,TOTAL,DEA38,:,:,:,:,:,:,:,1315.6,1315.8,1316.3,1316.4,1317.1,1317.0,1317.1,1317.3,1317.4,1317.4,1317.5,1317.5,1317.5,1317.8,1317.8,1317.8,1319.4,1319.0,1319.0
A,KM2,TOTAL,DEA4,:,:,:,:,:,:,:,6518.0,6518.1,6518.1,6518.2,6518.4,6518.5,6518.5,6518.7,6519.7,6519.7,6520.0,6520.0,6520.0,6520.6,6520.8,6523.2,6525.3,6525.0,6525.0
A,KM2,TOTAL,DEA41,:,:,:,:,:,:,:,257.7,257.7,257.7,257.7,257.8,257.8,257.8,257.8,257.9,257.9,257.9,257.9,257.9,257.9,257.9,257.9,258.8,259.0,259.0
A,KM2,TOTAL,DEA42,:,:,:,:,:,:,:,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.1,967.1,968.0,968.0,968.0,968.1,968.2,968.2,969.2,969.0,969.0
A,KM2,TOTAL,DEA43,:,:,:,:,:,:,:,449.9,449.9,449.9,449.9,450.0,450.0,450.0,450.0,450.1,450.1,450.1,450.1,450.1,450.1,450.1,450.4,450.4,450.0,450.0
A,KM2,TOTAL,DEA44,:,:,:,:,:,:,:,1199.6,1199.6,1199.6,1199.6,1199.8,1199.8,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1201.4,1201.4,1202.0,1202.0
A,KM2,TOTAL,DEA45,:,:,:,:,:,:,:,1246.4,1246.4,1246.2,1246.3,1246.4,1246.4,1246.3,1246.3,1247.1,1247.1,1246.4,1246.4,1246.4,1246.2,1246.2,1246.2,1246.2,1246.0,1246.0
A,KM2,TOTAL,DEA46,:,:,:,:,:,:,:,1152.2,1152.2,1152.3,1152.2,1152.1,1152.1,1152.0,1152.0,1152.2,1152.2,1152.2,1152.2,1152.2,1152.2,1152.2,1152.2,1152.4,1152.0,1152.0
A,KM2,TOTAL,DEA47,:,:,:,:,:,:,:,1245.0,1245.0,1245.2,1245.3,1245.3,1245.3,1245.3,1245.4,1245.4,1245.4,1245.4,1245.4,1245.4,1246.1,1246.2,1246.8,1246.8,1247.0,1247.0
A,KM2,TOTAL,DEA5,:,:,:,:,:,:,:,8002.2,8002.3,8002.4,8002.0,8002.1,8002.1,8002.1,8002.4,8002.9,8002.9,8002.7,8002.7,8002.7,8002.8,8004.7,8007.5,8010.6,8012.0,8012.0
A,KM2,TOTAL,DEA51,:,:,:,:,:,:,:,145.4,145.4,145.4,145.4,145.4,145.5,145.5,145.5,145.4,145.4,145.4,145.4,145.4,145.5,145.7,145.7,145.7,146.0,146.0
