freq,unit,geo,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,NR,EL52,7000d,7735d,7900d,7900d,8094d,8315d,8452d,8676d,8548d,9040d,9181d,9531d,9881d,10424d,10854d,10920d,11151d,11387d,11443d,11340d,11515d,11485d,11539d,11684d,11507d,11721d,11491d,11527d,11941d,:
A,NR,EL53,1000d,548d,500d,600d,632d,680d,679d,715d,694d,762d,782d,778d,852d,973d,960d,948d,827d,818d,814d,856d,853d,828d,910d,977d,964d,952d,914d,788d,798d,:
A,NR,EL54,1000d,1054d,1300d,1200d,1226d,1312d,1386d,1445d,1503d,1612d,1690d,1715d,1776d,1954d,2060d,2100d,2155d,2101d,1982d,2020d,2041d,2268d,2291d,2239d,2236d,2322d,2223d,2380d,2382d,:
A,NR,EL61,2000d,1686d,1800d,1800d,1866d,1967d,2040d,1997d,2264d,2647d,2562d,2780d,2816d,3289d,3286d,3388d,3533d,3553d,3554d,3523d,3578d,3651d,3697d,3722d,3781d,3755d,3808d,3691d,3712d,:
A,NR,EL62,236d,460d,500d,500d,498d,608d,633d,686d,657d,683d,706d,729d,735d,894d,928d,908d,897d,888d,854d,851d,939d,890d,901d,946d,992d,1060d,1069d,1044d,1038d,:
A,NR,EL63,2000d,2213d,2100d,2000d,2085d,2284d,2370d,2512d,2544d,2624d,2735d,2810d,2896d,3132d,3201d,3321d,3466d,3350d,3353d,3307d,3273d,3253d,3247d,3252d,3315d,3229d,3232d,3215d,3287d,:
A,NR,EL64,1000d,922d,1000d,1000d,1199d,1330d,1328d,1350d,1405d,1376d,1421d,1548d,1486d,1606d,1864d,1857d,1779d,1691d,1697d,1705d,1675d,1689d,1673d,1617d,1596d,1692d,1736d,1720d,1761d,:
A,NR,EL65,1000d,1270d,1300d,1300d,1481d,1535d,1690d,1740d,1784d,1813d,1897d,1989d,2009d,2281d,2274d,2112d,2224d,2213d,2260d,2261d,2204d,2099d,2073d,2208d,2138d,2187d,2211d,2259d,2207d,:
A,NR,ES,:,:,:,109600de,114867de,117566de,123200de,127200de,128100de,129667de,136000de,147833de,154767de,160933de,161033de,162900de,166800de,175033de,179267be,178833e,177665e,176665e,178600e,177731e,180633e,188166e,207565e,216766e,212735e,:
A,NR,ES11,:,:,:,6633de,7167de,7233de,7267de,8167de,8333de,8067de,6667de,7233de,8467de,10433de,10333de,9533de,8833de,9600de,10533be,11500e,12224e,12362e,12335e,11980e,12373e,12607e,12831e,12533e,12159e,:
A,NR,ES12,:,:,:,2467de,2500de,2733de,3000de,3467de,3433de,3600de,3333de,3567de,3633de,3933de,3633de,3933de,4033de,4767de,4767be,4733e,4029e,3529e,3902e,4173e,4336e,4107e,4065e,4260e,4530e,:
A,NR,ES13,:,:,:,2067de,2067de,1800de,1500de,1633de,1667de,1567de,1367de,1833de,2167de,2567de,2400de,2200de,2033de,1967de,2333be,2567e,2996e,3229e,3202e,3240e,3002e,3074e,3000e,3467e,3631e,:
A,NR,ES21,:,:,:,6533de,6167de,5100de,5067de,5500de,6733de,7600de,7933de,7800de,8700de,9067de,9700de,8267de,8133de,8967de,10333be,11000e,10589e,10728e,10935e,10875e,10806e,11040e,12300e,12267e,11426e,:
A,NR,ES22,:,:,:,1667de,1800de,2000de,2067de,1767de,1800de,2233de,3067de,3567de,3433de,3167de,2533de,2467de,2767de,3600de,3900be,3367e,2698e,2197e,2769e,3175e,3469e,3274e,3530e,4206e,4397e,:
A,NR,ES23,:,:,:,800de,767de,667de,767de,800de,733de,767de,800de,967de,867de,1167de,1200de,1333de,1133de,1200de,1400be,1633e,1764e,1664e,1602e,1610e,1534e,1307e,1100e,1033e,1099e,:
A,NR,ES24,:,:,:,4567de,5300de,5767de,5667de,5033de,5033de,5600de,6067de,5400de,4900de,4933de,6333de,7100de,7433de,7100de,6567be,5867e,5194e,5229e,6102e,6470e,6537e,6207e,6665e,7667e,7263e,:
A,NR,ES30,:,:,:,16133de,17200de,19200de,20533de,18133de,16567de,14967de,19100de,24233de,25533de,25533de,22967de,25167de,28167de,32067de,31967be,29500e,28149e,29262e,30335e,29880e,29016e,30110e,34800e,38433e,37577e,:
A,NR,ES41,:,:,:,7400de,7767de,8167de,8133de,8500de,8233de,8633de,8433de,8567de,7967de,7367de,6967de,7700de,8767de,9300de,9567be,9667e,10789e,11197e,11202e,10680e,10139e,10941e,11200e,10533e,9327e,:
A,NR,ES42,:,:,:,3233de,3400de,3400de,3800de,4500de,4833de,4500de,4167de,4333de,5200de,6033de,6733de,7067de,7400de,8300de,8367be,7333e,6161e,5762e,6469e,6375e,6203e,5807e,5765e,5667e,5663e,:
A,NR,ES43,:,:,:,1767de,1800de,1867de,2400de,2767de,3033de,3333de,3367de,3367de,2900de,2733de,2733de,2667de,2567de,2867de,3167be,3700e,3595e,3796e,3802e,3475e,2735e,2774e,3265e,3933e,4397e,:
A,NR,ES51,:,:,:,19567de,18767de,16800de,17000de,18867de,19533de,20033de,20600de,23267de,25167de,26500de,27333de,27367de,25800de,24200de,25933be,29733e,31370e,29598e,26569e,24213e,26181e,30743e,37258e,35867e,32480e,:
A,NR,ES52,:,:,:,12967de,14433de,14167de,13900de,14300de,14733de,14300de,14867de,14800de,15667de,16067de,16667de,16067de,17700de,18600de,20167be,20333e,20547e,19295e,17535e,18475e,18710e,18640e,19660e,22667e,21787e,:
A,NR,ES53,:,:,:,1033de,1733de,2200de,2200de,2400de,2933de,3133de,3167de,3100de,3800de,3700de,3367de,3233de,2967de,3133de,3000be,3200e,3196e,3197e,3269e,3475e,3268e,3574e,4400e,5933e,6996e,:
A,NR,ES61,:,:,:,16233de,16933de,18733de,20933de,21967de,20933de,21700de,23467de,25900de,26167de,26033de,25400de,26067de,26867de,27667de,25567be,22967e,21846e,22895e,24769e,25680e,27182e,29040e,31430e,31200e,32447e,:
A,NR,ES62,:,:,:,2967de,3500de,3767de,4400de,4333de,4400de,4667de,4600de,4500de,4000de,5100de,5667de,6067de,5900de,5700de,5200be,4800e,5095e,5795e,6369e,6440e,6437e,6640e,6766e,6367e,5630e,:
A,NR,ES63,:,:,:,300de,400de,367de,300de,433de,467de,500de,300de,267de,200de,167de,267de,433de,600de,733de,733be,567e,329e,230e,399e,605e,667e,707e,765e,733e,633e,:
A,NR,ES64,:,:,:,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:de,:be,:e,:e,:e,:e,:e,:e,:e,:e,:e,:e,:
A,NR,ES70,:,:,:,3266de,3166de,3598de,4266de,4633de,4703de,4467de,4698de,5132de,5999de,6433de,6800de,6232de,5700de,5265de,5766be,6366e,7094e,6700e,7035e,6910e,8038e,7574e,8765e,10000e,11293e,:
A,NR,FI,:,:,:,:,:,:,:,:,:,:,:,14689e,14957e,15089e,15885e,16314e,16706e,17078e,17559e,17672e,18138e,18476e,18701.00,18806.00,19089.00,19231.00,19695.00,19970.00,:,:
A,NR,FI19,:,:,:,:,:,:,:,:,:,:,:,3371e,3499e,3563e,3763e,3834e,3934e,3997e,4213e,4211e,4166e,4308e,4378.00,4324.00,4390.00,4461.00,4608.00,4636.00,:,:
A,NR,FI1B,:,:,:,:,:,:,:,:,:,:,:,4607e,4708e,4677e,5115e,5250e,5355e,5548e,5605e,5715e,5959e,5984e,6054.00,6087.00,6188.00,6305.00,6398.00,6528.00,:,:
A,NR,FI1C,:,:,:,:,:,:,:,:,:,:,:,2947e,2990e,3058e,3128e,3181e,3302e,3361e,3442e,3448e,3566e,3612e,3677.00,3726.00,3788.00,3773.00,3811.00,3932.00,:,:
A,NR,FI1D,:,:,:,:,:,:,:,:,:,:,:,3714e,3695e,3726e,3813e,3972e,4036e,4112e,4235e,4244e,4375e,4488e,4516.00,4620.00,4645.00,4605.00,4788.00,4783.00,:,:
A,NR,FI20,:,:,:,:,:,:,:,:,:,:,:,50e,65e,65e,66e,77e,79e,60e,64e,54e,72e,84e,76.00,49.00,78.00,87.00,90.00,91.00,:,:
A,NR,FR,185477.00,188083.00,189892.00,191663.00,193383.00,194834.00,195751.00,197977.00,201140.00,203962.00,206289.00,208769.00,210312.00,211324.00,211521.00,212478.00,210723.00,212132.00,199085b,201075.00,203227.00,205018.00,206688.00,208245.00,210017.00,210549.00,213180.00,214293.00,215722.00,:
A,NR,FR10,44337.00,44615.00,44792.00,45082.00,45377.00,45883.00,46085.00,46148.00,46469.00,46861.00,47198.00,47418.00,47413.00,47422.00,46814.00,46644.00,47285.00,47475.00,42928b,43255.00,43559.00,43756.00,43990.00,44246.00,44321.00,44145.00,44227.00,44244.00,44283.00,:
A,NR,FRB0,6002.00,6106.00,6199.00,6289.00,6291.00,6317.00,6345.00,6461.00,6539.00,6588.00,6611.00,6682.00,6722.00,6727.00,6722.00,6711.00,6637.00,6624.00,6253b,6278.00,6358.00,6409.00,6378.00,6367.00,6351.00,6307.00,6295.00,6260.00,6207.00,:
A,NR,FRC1,4216.00,4244.00,4273.00,4291.00,4343.00,4356.00,4372.00,4438.00,4471.00,4516.00,4577.00,4633.00,4643.00,4661.00,4663.00,4630.00,4532.00,4568.00,4295b,4357.00,4376.00,4371.00,4361.00,4420.00,4445.00,4436.00,4512.00,4551.00,4576.00,:
A,NR,FRC2,2897.00,2961.00,3001.00,3054.00,3082.00,3149.00,3163.00,3196.00,3192.00,3261.00,3298.00,3346.00,3389.00,3406.00,3416.00,3424.00,3473.00,3532.00,3275b,3309.00,3294.00,3333.00,3337.00,3345.00,3354.00,3363.00,3415.00,3404.00,3404.00,:
A,NR,FRD1,3497.00,3555.00,3598.00,3644.00,3681.00,3715.00,3734.00,3786.00,3835.00,3890.00,3948.00,3984.00,4015.00,4048.00,4091.00,4112.00,3988.00,4008.00,3997b,4017.00,4077.00,4134.00,4206.00,4192.00,4191.00,4157.00,4215.00,4257.00,4301.00,:
A,NR,FRD2,4299.00,4395.00,4427.00,4530.00,4598.00,4637.00,4655.00,4699.00,4731.00,4798.00,4837.00,4899.00,4915.00,4924.00,4929.00,4898.00,4779.00,4817.00,4609b,4649.00,4690.00,4732.00,4782.00,4806.00,4759.00,4742.00,4796.00,4830.00,4838.00,:
A,NR,FRE1,10601.00,10798.00,10916.00,10872.00,10989.00,11066.00,11108.00,11272.00,11505.00,11685.00,11830.00,11983.00,12095.00,12098.00,12130.00,12201.00,11767.00,11881.00,11299b,11471.00,11588.00,11850.00,11923.00,12033.00,12135.00,12124.00,12275.00,12324.00,12307.00,:
A,NR,FRE2,4171.00,4256.00,4321.00,4394.00,4436.00,4444.00,4465.00,4632.00,4692.00,4782.00,4805.00,4888.00,4893.00,4885.00,4861.00,4840.00,4812.00,4900.00,4561b,4607.00,4612.00,4680.00,4697.00,4732.00,4715.00,4718.00,4697.00,4654.00,4630.00,:
A,NR,FRF1,5660.00,5749.00,5668.00,5780.00,5830.00,5882.00,5911.00,5965.00,6024.00,6076.00,6150.00,6222.00,6253.00,6332.00,6458.00,6517.00,6224.00,6177.00,5965b,6005.00,6069.00,6177.00,6266.00,6307.00,6364.00,6434.00,6517.00,6611.00,6667.00,:
A,NR,FRF2,3345.00,3388.00,3415.00,3401.00,3462.00,3499.00,3516.00,3568.00,3631.00,3667.00,3718.00,3783.00,3802.00,3798.00,3782.00,3756.00,3753.00,3792.00,3495b,3508.00,3572.00,3572.00,3555.00,3532.00,3538.00,3537.00,3606.00,3599.00,3631.00,:
A,NR,FRF3,6568.00,6640.00,6672.00,6706.00,6692.00,6734.00,6767.00,6783.00,6800.00,6856.00,6900.00,6970.00,7020.00,7037.00,7109.00,7091.00,6815.00,6860.00,6573b,6620.00,6618.00,6695.00,6686.00,6689.00,6652.00,6608.00,6644.00,6658.00,6622.00,:
A,NR,FRG0,7963.00,7993.00,8126.00,8269.00,8378.00,8475.00,8519.00,8678.00,8802.00,8986.00,9161.00,9322.00,9485.00,9569.00,9697.00,9838.00,9647.00,9648.00,9166b,9339.00,9506.00,9699.00,9760.00,9896.00,10051.00,10157.00,10481.00,10633.00,10743.00,:
A,NR,FRH0,7913.00,8039.00,8207.00,8373.00,8484.00,8592.00,8626.00,8728.00,8865.00,9065.00,9179.00,9314.00,9457.00,9514.00,9592.00,9740.00,9631.00,9694.00,9209b,9321.00,9451.00,9563.00,9654.00,9804.00,9944.00,10026.00,10300.00,10461.00,10732.00,:
A,NR,FRI1,9391.00,9566.00,9629.00,9744.00,9806.00,9940.00,9972.00,10026.00,10209.00,10389.00,10539.00,10721.00,10850.00,10971.00,11018.00,11130.00,10711.00,10728.00,10602b,10680.00,10833.00,10928.00,11060.00,11167.00,11457.00,11640.00,11915.00,12159.00,12435.00,:
A,NR,FRI2,2175.00,2200.00,2229.00,2263.00,2279.00,2273.00,2281.00,2286.00,2306.00,2349.00,2389.00,2411.00,2440.00,2450.00,2459.00,2471.00,2391.00,2399.00,2300b,2323.00,2335.00,2333.00,2326.00,2333.00,2331.00,2306.00,2337.00,2291.00,2263.00,:
A,NR,FRI3,4316.00,4371.00,4424.00,4469.00,4536.00,4581.00,4600.00,4703.00,4768.00,4820.00,4892.00,4965.00,5040.00,5063.00,5078.00,5103.00,5047.00,5054.00,4824b,4873.00,4883.00,4892.00,4924.00,4953.00,4968.00,5012.00,5089.00,5061.00,5103.00,:
A,NR,FRJ1,7884.00,7908.00,8073.00,8142.00,8196.00,8248.00,8275.00,8473.00,8682.00,8854.00,8975.00,9112.00,9180.00,9259.00,9268.00,9394.00,9239.00,9382.00,9011b,9143.00,9285.00,9360.00,9457.00,9533.00,9639.00,9718.00,9946.00,10034.00,10078.00,:
A,NR,FRJ2,8722.00,8863.00,8949.00,8944.00,9014.00,9073.00,9104.00,9187.00,9384.00,9556.00,9606.00,9680.00,9803.00,9872.00,9911.00,10000.00,9941.00,9998.00,9339b,9404.00,9524.00,9646.00,9706.00,9778.00,9881.00,9905.00,9966.00,9966.00,9948.00,:
A,NR,FRK1,3582.00,3603.00,3645.00,3692.00,3704.00,3726.00,3741.00,3763.00,3826.00,3865.00,3931.00,3952.00,3963.00,3973.00,3968.00,3998.00,4080.00,4083.00,3788b,3797.00,3871.00,3880.00,3917.00,3939.00,3997.00,3993.00,4027.00,4055.00,4105.00,:
A,NR,FRK2,16753.00,17006.00,17314.00,17481.00,17816.00,17971.00,18044.00,18267.00,18629.00,18995.00,19257.00,19662.00,19905.00,20126.00,20242.00,20485.00,20574.00,20798.00,19380b,19670.00,19967.00,20183.00,20573.00,20771.00,21171.00,21362.00,21750.00,21926.00,22122.00,:
A,NR,FRL0,17906.00,17984.00,18192.00,18303.00,18414.00,18332.00,18392.00,18593.00,18966.00,19145.00,19321.00,19567.00,19684.00,19745.00,19747.00,19875.00,19879.00,20075.00,18712b,18826.00,18937.00,18866.00,18991.00,19082.00,19314.00,19328.00,19465.00,19518.00,19667.00,:
A,NR,FRM0,797.00,813.00,797.00,828.00,840.00,862.00,866.00,896.00,916.00,938.00,937.00,932.00,929.00,944.00,960.00,961.00,949.00,942.00,870b,876.00,878.00,898.00,913.00,944.00,962.00,978.00,982.00,1007.00,1030.00,:
A,NR,FRY1,:,:,:,:,:,742.00,780.00,830.00,896.00,919.00,951.00,971.00,978.00,1009.00,1013.00,1033.00,1062.00,1098.00,903b,933.00,954.00,951.00,998.00,1033.00,1052.00,1064.00,1089.00,1085.00,1109.00,:
A,NR,FRY2,:,:,:,:,:,769.00,758.00,787.00,868.00,905.00,968.00,982.00,1006.00,1009.00,1031.00,1029.00,1041.00,1048.00,935b,944.00,961.00,963.00,975.00,1011.00,1024.00,1012.00,1054.00,1050.00,1104.00,:
A,NR,FRY3,:,:,:,:,:,215.00,219.00,248.00,307.00,319.00,344.00,342.00,348.00,363.00,377.00,397.00,396.00,416.00,436b,457.00,483.00,519.00,541.00,540.00,564.00,569.00,592.00,620.00,655.00,:
A,NR,FRY4,:,:,:,:,:,1352.00,1452.00,1565.00,1826.00,1877.00,1969.00,2027.00,2086.00,2120.00,2186.00,2201.00,2070.00,2135.00,2205b,2259.00,2374.00,2466.00,2534.00,2597.00,2645.00,2711.00,2775.00,2804.00,2910.00,:
A,NR,FRY5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,155b,154.00,172.00,162.00,178.00,195.00,192.00,197.00,213.00,231.00,252.00,:
A,NR,FX,182994.00,185051.00,186869.00,188550.00,190248.00,191756.00,192542.00,194547.00,197243.00,199942.00,202058.00,204447.00,205895.00,206823.00,206915.00,207819.00,206154.00,207435.00,209785.00,211356.00,213145.00,214495.00,215793.00,216926.00,218142.00,218135.00,220224.00,220843.00,:,:
A,NR,HR,9693.00,9607.00,9723.00,10110.00,10331.00,10299.00,10436.00,10439.00,10552.00,10589.00,10820.00,11093.00,11100.00,11250.00,11799.00,11801.00,11813b,12304.00,12490.00,12772.00,12906.00,13302.00,13430.00,13504.00,13885.00,14075.00,14312.00,14256.00,14656.00,:
A,NR,HR02,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2835b,2963.00,3010.00,3105.00,3130.00,3155.00,3165.00,3191.00,3228.00,3281.00,3304.00,3313.00,3380.00,:
A,NR,HR03,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3695b,3857.00,3933.00,3965.00,4020.00,4218.00,4238.00,4221.00,4337.00,4433.00,4504.00,4486.00,4614.00,:
A,NR,HR05,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3863b,4001.00,4047.00,4146.00,4188.00,4333.00,4405.00,4423.00,4657.00,4706.00,4786.00,4761.00,4861.00,:
A,NR,HR06,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1420b,1483.00,1500.00,1556.00,1568.00,1596.00,1622.00,1669.00,1663.00,1655.00,1718.00,1696.00,1801.00,:
A,NR,HU,34093e,34622e,34634e,33923e,34432e,36143e,36386e,30695be,33088e,37295be,38241e,33727be,28055be,30575e,28189be,31024be,30276e,28686e,29500e,30641e,31748e,32791e,30486.00,31515.00,32543.00,33078.00,34137.00,30610.00,32026.00,:
A,NR,HU11,9952e,10016e,10199e,10173e,10320e,11398e,11640e,8995be,10218e,11968be,11921e,10924be,8691be,9383e,8987be,9782be,9542e,8487e,8651e,9002e,9473e,9241e,8950.00,8511.00,9487.00,9685.00,9998.00,8923.00,9401.00,:
A,NR,HU12,3317e,3339e,3400e,3391e,3440e,3799e,3880e,2998be,3406e,3989be,3974e,3641be,2897be,3128e,2996be,3261be,3181e,2829e,2884e,3001e,3158e,3080e,2914.00,2980.00,3089.00,3228.00,3334.00,3060.00,3244.00,:
A,NR,HU21,2850e,2880e,2882e,2727e,2712e,2785e,2764e,2266be,2289e,2693be,2855e,2252be,1691be,2233e,2085be,2272be,2213e,1974e,2222e,2327e,2307e,2613e,2336.00,2454.00,2425.00,2531.00,2595.00,2358.00,2469.00,:
A,NR,HU22,2883e,2940e,2935e,2987e,3007e,3071e,3059e,2604be,2686e,2891be,3019e,2394be,2165be,2461e,2368be,2549be,2480e,2141e,2484e,2610e,2604e,2905e,2544.00,2725.00,2687.00,2711.00,2813.00,2507.00,2633.00,:
A,NR,HU23,3223e,3314e,3190e,3352e,3412e,3461e,3480e,3003be,3172e,3580be,3762e,3307be,2875be,3101e,2837be,3181be,3040e,2856e,2820e,2939e,3112e,3212e,2801.00,2946.00,3001.00,3038.00,3152.00,2895.00,3004.00,:
A,NR,HU31,3385e,3378e,3345e,3142e,3187e,3086e,3097e,2803be,2964e,3092be,3202e,2826be,2421be,2586e,2267be,2571be,2490e,2235e,2514e,2561e,2705e,2813e,2457.00,2650.00,2586.00,2601.00,2695.00,2313.00,2394.00,:
A,NR,HU32,4325e,4386e,4354e,3966e,4178e,4306e,4217e,4159be,4392e,4637be,4911e,4224be,3628be,3773e,3192be,3615be,3623e,3556e,3885e,4065e,4070e,4529e,4228.00,4532.00,4545.00,4605.00,4719.00,4348.00,4565.00,:
A,NR,HU33,4158e,4370e,4329e,4185e,4176e,4237e,4249e,3867be,3961e,4445be,4597e,4159be,3687be,3911e,3457be,3794be,3707e,3492e,3687e,3789e,4036e,4174e,3901.00,4104.00,4219.00,4286.00,4422.00,3865.00,3994.00,:
A,NR,IE,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,12215e,12450e,12367e,14029b,14666.00,15178.00,15660.00,15962.00,16366.00,17231.00,20256b,:
A,NR,IE04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,NR,IE05,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,NR,IE06,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,NR,IS,779.00,797.00,809.00,839.00,884.00,909.00,938.00,968.00,990.00,1029.00,1047.00,1056.00,1072b,1095.00,1126.00,1156.00,1162.00,1142.00,1118.00,1142.00,1168.00,1193.00,1249.00,1292b,1330.00,1373.00,1404.00,:,:,:
A,NR,IS00,779.00,797.00,809.00,839.00,884.00,909.00,938.00,968.00,990.00,1029.00,1047.00,1056.00,1072b,1095.00,1126.00,1156.00,1162.00,1142.00,1118.00,1142.00,1168.00,1193.00,1249.00,1292b,1330.00,1373.00,1404.00,:,:,:
A,NR,IT,:,:,:,:,:,:,:,196074e,199794e,203479e,208093e,213302e,215739e,216519e,221782e,222761e,223997e,226384e,231481e,230613.00,234918.00,235889.00,233102.00,239642.00,241512.00,240301.00,241945.00,237844.00,242721.00,250813p
A,NR,ITC1,:,:,:,:,:,:,:,12976e,13222e,13466e,13771e,14116e,14277e,14329e,14677e,14742e,14824e,14982e,15319e,15395.00,15539.00,15592.00,15402.00,15801.00,15917.00,15967.00,15997.00,15748.00,15922.00,16345p
A,NR,ITC2,:,:,:,:,:,:,:,388e,395e,403e,412e,422e,427e,428e,439e,441e,443e,448e,458e,460.00,469.00,467.00,459.00,475.00,468.00,447.00,460.00,457.00,456.00,455p
A,NR,ITC3,:,:,:,:,:,:,:,5807e,5918e,6027e,6163e,6318e,6390e,6413e,6569e,6598e,6634e,6705e,6856e,6885.00,6972.00,7018.00,6905.00,7067.00,7072.00,7005.00,7069.00,6922.00,7104.00,7287p
A,NR,ITC4,:,:,:,:,:,:,:,29867e,30434e,30995e,31698e,32492e,32863e,32982e,33783e,33932e,34121e,34484e,35261e,34896.00,35602.00,35817.00,35464.00,36726.00,37056.00,37002.00,37360.00,36850.00,37911.00,39415p
A,NR,ITF1,:,:,:,:,:,:,:,4544e,4630e,4715e,4822e,4943e,4999e,5017e,5139e,5162e,5191e,5246e,5364e,5312.00,5420.00,5439.00,5424.00,5600.00,5647.00,5618.00,5649.00,5470.00,5655.00,5812p
A,NR,ITF2,:,:,:,:,:,:,:,1022e,1042e,1061e,1085e,1112e,1125e,1129e,1156e,1162e,1168e,1180e,1207e,1227.00,1234.00,1240.00,1212.00,1224.00,1246.00,1258.00,1255.00,1209.00,1221.00,1232p
A,NR,ITF3,:,:,:,:,:,:,:,18382e,18731e,19076e,19509e,19997e,20226e,20299e,20792e,20884e,21000e,21224e,21702e,21759.00,22231.00,22136.00,21870.00,22290.00,22451.00,22265.00,22389.00,21661.00,22099.00,22543p
A,NR,ITF4,:,:,:,:,:,:,:,12281e,12514e,12745e,13034e,13360e,13513e,13562e,13891e,13953e,14030e,14180e,14499e,14590.00,14688.00,14724.00,14585.00,14961.00,15133.00,15110.00,15253.00,14985.00,15273.00,15716p
A,NR,ITF5,:,:,:,:,:,:,:,1651e,1682e,1713e,1752e,1796e,1817e,1823e,1868e,1876e,1886e,1906e,1949e,1953.00,1983.00,1987.00,1980.00,2007.00,2008.00,1982.00,1954.00,1866.00,1838.00,1897p
A,NR,ITF6,:,:,:,:,:,:,:,6261e,6380e,6497e,6645e,6811e,6889e,6914e,7082e,7113e,7152e,7229e,7391e,7527.00,7572.00,7543.00,7378.00,7565.00,7612.00,7451.00,7386.00,7254.00,6894.00,7065p
A,NR,ITG1,:,:,:,:,:,:,:,17874e,18213e,18549e,18970e,19445e,19667e,19738e,20218e,20307e,20420e,20637e,21102e,21296.00,21619.00,21617.00,21179.00,21630.00,21699.00,21494.00,21581.00,21063.00,21418.00,21991p
A,NR,ITG2,:,:,:,:,:,:,:,6533e,6657e,6779e,6933e,7107e,7188e,7214e,7389e,7422e,7463e,7543e,7712e,7623.00,7845.00,7862.00,7834.00,8001.00,8010.00,7839.00,7796.00,7606.00,7680.00,7927p
A,NR,ITH1,:,:,:,:,:,:,:,1299e,1323e,1348e,1378e,1413e,1429e,1434e,1469e,1475e,1484e,1499e,1533e,1482.00,1521.00,1550.00,1521.00,1618.00,1691.00,1709.00,1724.00,1776.00,1829.00,1895p
A,NR,ITH2,:,:,:,:,:,:,:,1442e,1469e,1497e,1530e,1569e,1587e,1592e,1631e,1638e,1647e,1665e,1702e,1618.00,1704.00,1749.00,1726.00,1792.00,1816.00,1787.00,1793.00,1761.00,1787.00,1838p
A,NR,ITH3,:,:,:,:,:,:,:,13487e,13743e,13997e,14314e,14672e,14840e,14894e,15256e,15323e,15408e,15572e,15923e,15691.00,15984.00,16142.00,16108.00,16633.00,16821.00,16810.00,16877.00,16845.00,17351.00,18134p
A,NR,ITH4,:,:,:,:,:,:,:,3955e,4030e,4104e,4197e,4302e,4351e,4367e,4473e,4493e,4518e,4566e,4669e,4595.00,4735.00,4771.00,4714.00,4828.00,4903.00,4895.00,4889.00,4735.00,4798.00,4999p
A,NR,ITH5,:,:,:,:,:,:,:,15178e,15466e,15752e,16109e,16512e,16701e,16761e,17168e,17244e,17340e,17525e,17919e,17768.00,18091.00,18278.00,18041.00,18643.00,18796.00,18675.00,18973.00,19021.00,19469.00,20274p
A,NR,ITI1,:,:,:,:,:,:,:,13197e,13447e,13695e,14006e,14356e,14520e,14573e,14927e,14993e,15076e,15237e,15580e,15375.00,15731.00,15849.00,15784.00,16186.00,16399.00,16354.00,16443.00,16226.00,16656.00,17245p
A,NR,ITI2,:,:,:,:,:,:,:,3209e,3270e,3330e,3406e,3491e,3531e,3544e,3630e,3646e,3666e,3705e,3789e,3711.00,3849.00,3881.00,3835.00,3938.00,3961.00,3944.00,3984.00,3848.00,3933.00,4070p
A,NR,ITI3,:,:,:,:,:,:,:,4628e,4716e,4803e,4912e,5035e,5092e,5111e,5235e,5258e,5287e,5343e,5464e,5443.00,5527.00,5552.00,5530.00,5650.00,5724.00,5743.00,5802.00,5668.00,5774.00,5906p
A,NR,ITI4,:,:,:,:,:,:,:,22092e,22511e,22926e,23446e,24033e,24308e,24396e,24989e,25099e,25238e,25507e,26081e,26007.00,26602.00,26675.00,26151.00,27007.00,27082.00,26947.00,27311.00,26873.00,27653.00,28767p
A,NR,LI,:,:,:,:,:,:,:,49d,57d,64d,64d,68d,78d,80d,80d,85d,89d,104b,111.00,116.00,120.00,119.00,120.00,124.00,138.00,135.00,144.00,140.00,:,:
A,NR,LI00,:,:,:,:,:,:,:,49d,57d,64d,64d,68d,78d,80d,80d,85d,89d,104b,111.00,116.00,120.00,119.00,120.00,124.00,138.00,135.00,144.00,140.00,:,:
A,NR,LT,13285.00,13505.00,13370.00,13389.00,13437.00,13209.00,13092.00,12692.00,12601.00,12749.00,12530.00,12247.00,12361.00,12397.00,12551.00,12413.00,12191.00,12226.00,12407.00,12602.00,12650.00,12631.00,12605.00,12812.00,12887.00,12881.00,12768.00,12529.00,12533.00,:
