freq,sex,isced97,unit,geo,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
A,F,ED4,NR,ES61,28020,22166,16720,9469,4041,:,:,:,:,:,:,:,:,:,:
A,F,ED4,NR,ES62,3734,2714,1747,877,432,:,:,:,:,:,:,:,:,:,:
A,F,ED4,NR,ES7,8939,6719,4422,2277,844,:,:,:,:,:,:,:,:,:,:
A,F,ED4,NR,ES70,8939,6719,4422,2277,844,:,:,:,:,:,:,:,:,:,:
A,F,ED4,NR,FI,:,:,1756,3016,3993,5219,6806,8706,9791,10627,11021,10947,11504,11631,12016
A,F,ED4,NR,FI1,:z,:,228,305,431,5206,6806,8706,9790,10609,10980,10912,11491,11590,11958
A,F,ED4,NR,FI19,:,:,:,:,:,1015,1443,1987,2091,2353,2471,2316,2516,2410,2419
A,F,ED4,NR,FI1B,:,:,:,:,:,:,:,:,:,:,:,:,:,4495,4891
A,F,ED4,NR,FI1C,:,:,:,:,:,:,:,:,:,:,:,:,:,2321,2249
A,F,ED4,NR,FI1D,:,:,:,:,:,966,1333,1689,2036,2181,2146,2187,2161,2364,2399
A,F,ED4,NR,FI2,:z,:,395,922,1143,13,:z,:z,1,18,41,31,13,41,58
A,F,ED4,NR,FI20,0,:,395,922,1143,13,:z,:z,1,18,41,31,13,41,58
A,F,ED4,NR,FR,15960,15540,14625,14804,15320,20532,22203,28417,27008,28045,27948,28938,29741,29712,29408
A,F,ED4,NR,FR1,:,2975,2494,2612,2954,4171,5242,5680,4905,5665,5160,5365,5211,5375,5255
A,F,ED4,NR,FR10,:,2975,2494,2612,2954,4171,5242,5680,4905,5665,5160,5365,5211,5375,5255
A,F,ED4,NR,FR2,:,1769,1707,1813,1618,2446,2405,2943,2457,2666,2767,2727,2849,2930,2822
A,F,ED4,NR,FR21,:,203,250,317,217,298,366,331,330,337,286,265,310,345,355
A,F,ED4,NR,FR22,:,229,237,210,204,263,218,262,211,319,330,289,373,380,369
A,F,ED4,NR,FR23,:,251,232,204,202,426,400,647,436,498,532,606,624,580,548
A,F,ED4,NR,FR24,:,434,460,544,535,592,671,671,606,604,595,530,564,603,559
A,F,ED4,NR,FR25,:,337,259,326,252,548,449,642,437,489,622,629,602,685,629
A,F,ED4,NR,FR26,:,315,269,212,208,319,301,390,437,419,402,408,376,337,362
A,F,ED4,NR,FR3,:,1707,1179,1142,1103,1653,1486,2171,2206,2316,2172,2210,2362,2367,2267
A,F,ED4,NR,FR30,:,1707,1179,1142,1103,1653,1486,2171,2206,2316,2172,2210,2362,2367,2267
A,F,ED4,NR,FR4,:,1282,1369,1496,1527,1967,2052,2169,2259,1980,2014,1930,2067,2025,2007
A,F,ED4,NR,FR41,:,412,433,519,628,980,881,774,803,803,752,788,760,740,700
A,F,ED4,NR,FR42,:,553,582,670,621,706,907,1075,1146,865,866,780,911,888,902
A,F,ED4,NR,FR43,:,317,354,307,278,281,264,320,310,312,396,362,396,397,405
A,F,ED4,NR,FR5,:,2259,1974,1891,2012,2411,2607,3681,3073,3317,3528,3607,3723,3540,3552
A,F,ED4,NR,FR51,:,915,887,838,709,803,931,983,968,975,1018,1026,1069,1034,1044
A,F,ED4,NR,FR52,:,843,626,502,719,1009,1094,2156,1698,1851,2058,2125,2249,2147,2119
A,F,ED4,NR,FR53,:,501,461,551,584,599,582,542,407,491,452,456,405,359,389
A,F,ED4,NR,FR6,:,2111,2315,2059,2119,2545,2537,3789,4058,3948,3761,3962,4196,4150,3733
A,F,ED4,NR,FR61,:,1001,1187,920,916,1228,1317,1467,1528,1598,1809,1805,1967,1836,1661
A,F,ED4,NR,FR62,:,915,913,953,1041,1098,1002,2071,2161,1993,1584,1762,1805,1900,1660
A,F,ED4,NR,FR63,:,195,215,186,162,219,218,251,369,357,368,395,424,414,412
A,F,ED4,NR,FR7,:,1907,2040,1959,1933,2541,2871,3551,3470,3399,3767,3944,4109,4256,4360
A,F,ED4,NR,FR71,:,1671,1766,1632,1630,2111,2364,2899,2895,2833,3179,3298,3388,3530,3446
A,F,ED4,NR,FR72,:,236,274,327,303,430,507,652,575,566,588,646,721,726,914
A,F,ED4,NR,FR8,:,1530,1547,1832,2054,2798,3003,3516,3723,3734,3797,4281,4351,4426,4571
A,F,ED4,NR,FR81,:,667,676,672,706,1103,1051,1356,1839,1629,1628,1990,2092,2085,2109
A,F,ED4,NR,FR82,:,816,832,1112,1315,1617,1874,2012,1767,2017,2064,2210,2169,2248,2372
A,F,ED4,NR,FR83,:,47,39,48,33,78,78,148,117,88,105,81,90,93,90
A,F,ED4,NR,FR9,:,222,220,217,193,812,702,917,857,1020,982,912,873,643,841
A,F,ED4,NR,FR91,:,74,70,91,56,194,243,304,262,305,325,192,156,117,167
A,F,ED4,NR,FR92,:,22,48,59,59,218,159,286,237,233,256,310,247,165,292
A,F,ED4,NR,FR93,:,41,26,9,9,158,87,105,78,117,107,99,132,93,172
A,F,ED4,NR,FR94,:,85,76,58,69,242,213,222,280,365,294,311,338,268,210
A,F,ED4,NR,HR04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,HU,40734,46842,49620,50442,52145,44012,42284,38328,39084,39430,38628,34119,32971,35739,36538
A,F,ED4,NR,HU1,:,:,:,16542,17035,13270,15454,14105,14309,14406,13190,10570,9327,9956,11675
A,F,ED4,NR,HU10,:,:,:,16542,17035,13270,15454,14105,14309,14406,13190,10570,9327,9956,11675
A,F,ED4,NR,HU2,:,:,:,16039,16556,14396,12069,10944,10345,10934,11062,9943,10337,10708,10295
A,F,ED4,NR,HU21,:,:,:,6466,6654,5007,4579,3992,3659,3914,3772,3249,3579,3893,3517
A,F,ED4,NR,HU22,:,:,:,4893,5059,4399,3625,3298,3206,3547,3597,3251,3627,3539,3575
A,F,ED4,NR,HU23,:,:,:,4680,4843,4990,3865,3654,3480,3473,3693,3443,3131,3276,3203
A,F,ED4,NR,HU3,:,:,:,17861,18554,16346,14761,13279,14430,14090,14376,13606,13307,15075,14568
A,F,ED4,NR,HU31,:,:,:,5539,5744,5015,5156,4329,4426,4533,4223,3507,3444,3665,3456
A,F,ED4,NR,HU32,:,:,:,6247,6509,5709,5066,4746,4917,4616,5099,4744,4400,5670,5591
A,F,ED4,NR,HU33,:,:,:,6075,6301,5622,4539,4204,5087,4941,5054,5355,5463,5740,5521
A,F,ED4,NR,IE,21240,23064,23572,26383,25114,28152,26140,31123,28638,27490,25568,27794,25958,29107,26391
A,F,ED4,NR,IE0,21240,23064,23572,26383,25114,28152,26140,31123,28638,27490,25568,27794,25958,29107,26391
A,F,ED4,NR,IE01,:,:,4596,:,4953,5626,5349,6735,:,7490,7224,5926,9127,6925,5621
A,F,ED4,NR,IE02,:,:,18976,:,20161,22526,20791,24388,:,20000,18344,21868,16831,22182,20770
A,F,ED4,NR,IS,:,:,:,:,:,:,:,:,:,:,279,424,288,324,363
A,F,ED4,NR,IS0,:,:,:,:,:,:,:,:,:,:,279,424,288,324,363
A,F,ED4,NR,IS00,:,:,:,:,:,:,:,:,:,:,279,424,288,324,363
A,F,ED4,NR,IT,16396,18226,19021,19143,23426,29106,28411,31849,30126,16957,13690,19005,19005,11844,11030
A,F,ED4,NR,ITC,5382,5747,6090,5733,6451,12783,8994,8662,6488,5313,10269,3844,3844,2133,2401
A,F,ED4,NR,ITC1,2371,2449,2455,1876,2352,954,1527,4481,3698,3036,503,3236,3236,1696,1812
A,F,ED4,NR,ITC2,14,14,15,26,43,26,279,151,383,383,56,25,25,46,56
A,F,ED4,NR,ITC3,226,400,17,26,730,517,424,142,116,116,8974,42,42,391,533
A,F,ED4,NR,ITC4,2771,2884,3603,3805,3326,11286,6764,3888,2291,1778,736,541,541,:z,:z
A,F,ED4,NR,ITF,2814,2987,3140,3395,4942,2406,3349,5099,2671,1995,10667,3989,3989,:,1691
A,F,ED4,NR,ITF1,193,179,138,261,446,565,460,336,798,328,984,756,756,365,74
A,F,ED4,NR,ITF2,223,278,25,5,143,46,:z,41,:,114,114,152,152,:,:z
A,F,ED4,NR,ITF3,943,976,1606,1620,553,450,647,3624,890,380,206,125,125,:,:z
A,F,ED4,NR,ITF4,424,515,739,140,930,52,1813,23,234,666,8847,2901,2901,:z,1407
A,F,ED4,NR,ITF5,606,624,324,915,301,602,50,271,300,58,67,55,55,60,210
A,F,ED4,NR,ITF6,425,415,308,454,669,691,379,804,449,449,449,:z,:z,:z,:z
A,F,ED4,NR,ITG,4515,4174,5104,4974,3095,5794,4521,4779,1498,2452,2866,2670,2670,1941,6
A,F,ED4,NR,ITG1,3839,3480,4458,4348,2639,5175,4055,4000,1484,2378,2813,2453,2453,1941,:z
A,F,ED4,NR,ITG2,676,694,646,626,456,619,466,779,14,74,53,217,217,:z,6
A,F,ED4,NR,ITH,2664,3147,3012,3861,4473,6331,9902,9324,15708,6024,8688,6831,6831,3024,3645
A,F,ED4,NR,ITH1,:,:,:,:,:,308,257,323,878,531,567,:z,:z,546,179
A,F,ED4,NR,ITH2,:,:,:,:,:,:n,832,640,:,32,53,276,276,162,5
A,F,ED4,NR,ITH3,655,899,964,1354,1304,4945,4608,4028,9039,4440,4460,5253,5253,223,1601
A,F,ED4,NR,ITH4,278,314,485,740,218,557,1313,1785,3164,779,609,362,362,795,252
A,F,ED4,NR,ITH5,1463,1639,1175,970,2242,521,2892,2548,2627,242,2999,940,940,1298,1608
A,F,ED4,NR,ITI,1021,1122,1675,1180,6365,1792,1645,3985,3761,1173,4428,1671,1671,4321,3287
A,F,ED4,NR,ITI1,272,285,1055,814,700,1173,1035,2736,3111,830,2399,780,780,1430,1452
A,F,ED4,NR,ITI2,195,250,284,143,616,465,97,509,256,76,905,268,268,242,228
A,F,ED4,NR,ITI3,408,441,163,116,920,142,166,244,335,188,80,140,140,2352,1204
A,F,ED4,NR,ITI4,146,146,173,107,4129,12,347,496,59,79,1044,483,483,297,403
A,F,ED4,NR,LI,:,:,:,:,:,:,:,:,:,:,40,52,53,54,:
A,F,ED4,NR,LI0,:,:,:,:,:,:,:,:,:,:,40,52,53,54,:
A,F,ED4,NR,LI00,:,:,:,:,:,:,:,:,:,:,40,52,53,54,:
A,F,ED4,NR,LT,3449,3668,3767,4383,4795,4783,5256,5781,5619,5250,4573,4457,5710,7014,7520
A,F,ED4,NR,LT0,3449,3668,3767,4383,4795,4783,5256,5781,5619,5250,4573,4457,5710,7014,7520
A,F,ED4,NR,LT00,3449,3668,3767,4383,4795,4783,5256,5781,5619,5250,4573,4457,5710,7014,7520
A,F,ED4,NR,LU,:,174,171,187,205,219,222,181,210,212,232,176,188,180,188
A,F,ED4,NR,LU0,:,174,171,187,205,219,222,181,210,212,232,176,188,180,188
A,F,ED4,NR,LU00,:,174,171,187,205,219,222,181,210,212,232,176,188,180,188
A,F,ED4,NR,LV,3512,3660,3745,4105,4892,4862,4320,2661,2195,1839,1535,1511,952,1134,1672
A,F,ED4,NR,LV0,3512,3660,3745,4105,4892,4862,4320,2661,2195,1839,1535,1511,952,1134,1672
A,F,ED4,NR,LV00,3512,3660,3745,4105,4892,4862,4320,2661,2195,1839,1535,1511,952,1134,1672
A,F,ED4,NR,MK,:,:,:,:,:,:,:,:,:,:,60,63,46,53,46
A,F,ED4,NR,MK0,:,:,:,:,:,:,:,:,:,:,60,63,46,53,46
A,F,ED4,NR,MK00,:,:,:,:,:,:,:,:,:,:,60,63,46,53,46
A,F,ED4,NR,MT,:,593,220,99,155,69,191,741,336,150,159,152,1027,1149,881
A,F,ED4,NR,MT0,:,593,220,99,155,69,191,741,336,150,159,152,1027,1149,881
A,F,ED4,NR,MT00,:,593,220,99,155,69,191,741,336,150,159,152,1027,1149,881
A,F,ED4,NR,NL,9332,7053,10636,11877,845,1162,1514,2164,2264,1891,1539,1114,667,537,551
A,F,ED4,NR,NL1,:,375,17,19,45,74,131,248,330,259,283,267,180,111,114
A,F,ED4,NR,NL11,:,204,10,12,9,34,43,119,167,164,124,111,67,48,49
A,F,ED4,NR,NL12,:,96,6,7,6,6,63,114,152,87,78,87,60,22,23
A,F,ED4,NR,NL13,:,75,1,:z,30,34,25,15,11,8,80,69,53,41,42
A,F,ED4,NR,NL2,:,1429,170,126,145,211,310,682,772,693,495,325,145,94,96
A,F,ED4,NR,NL21,:,628,71,49,62,113,197,188,209,207,123,106,67,37,38
A,F,ED4,NR,NL22,:,801,99,77,83,98,112,491,562,484,318,177,59,43,44
A,F,ED4,NR,NL23,:,:z,:z,:z,:z,:z,1,3,1,2,53,42,19,14,14
A,F,ED4,NR,NL3,:,5030,285,283,449,604,794,1005,925,710,598,370,238,140,144
A,F,ED4,NR,NL31,:,975,47,66,50,108,102,127,143,148,134,86,39,21,22
A,F,ED4,NR,NL32,:,1179,134,93,132,84,75,84,108,84,178,108,48,44,45
A,F,ED4,NR,NL33,:,2641,104,123,233,396,605,769,667,468,268,153,131,54,55
A,F,ED4,NR,NL34,:,235,:z,1,34,16,12,25,7,10,19,23,20,21,22
A,F,ED4,NR,NL4,:,1670,170,186,206,273,279,229,237,229,163,152,104,192,197
A,F,ED4,NR,NL41,:,1418,109,135,154,224,255,214,220,219,139,133,87,181,186
A,F,ED4,NR,NL42,:,252,61,51,52,49,24,15,17,10,24,19,17,11,11
A,F,ED4,NR,NO,:,:,:,:,:,:,:,:,3410,3202,2333,3133,5216,5339,4771
A,F,ED4,NR,NO0,:,:,:,:,:,:,:,:,3410,3202,2333,3133,5216,5339,4771
A,F,ED4,NR,NO01,:,:,:,:,:,:,:,:,1447,1959,932,1106,2422,2379,1806
A,F,ED4,NR,NO02,:,:,:,:,:,:,:,:,15,47,15,33,167,223,170
A,F,ED4,NR,NO03,:,:,:,:,:,:,:,:,456,113,149,418,821,672,667
A,F,ED4,NR,NO04,:,:,:,:,:,:,:,:,531,389,485,453,559,576,559
A,F,ED4,NR,NO05,:,:,:,:,:,:,:,:,416,271,303,444,514,564,671
A,F,ED4,NR,NO06,:,:,:,:,:,:,:,:,384,286,303,512,528,810,617
A,F,ED4,NR,NO07,:,:,:,:,:,:,:,:,161,68,76,85,89,115,182
A,F,ED4,NR,PL,114872,117994,119041,115663,115777,126217,138000,146419,150339,149486,127711,130828,153803,179318,206081
A,F,ED4,NR,PL1,:,:,:,18477,18784,20520,21946,24149,24601,25656,22801,23821,25597,29648,35543
A,F,ED4,NR,PL11,:,:,:,6759,6826,7850,8682,9894,10218,9694,9393,9270,9946,11587,13692
A,F,ED4,NR,PL12,:,:,:,11718,11958,12670,13264,14255,14383,15962,13408,14551,15651,18061,21851
A,F,ED4,NR,PL2,:,:,:,26792,27698,30658,32659,33040,34031,32970,27894,27307,33397,39152,45904
A,F,ED4,NR,PL21,:,:,:,11928,11875,12951,13399,13154,13000,12593,10516,10726,13606,15106,17645
A,F,ED4,NR,PL22,:,:,:,14864,15823,17707,19260,19886,21031,20377,17378,16581,19791,24046,28259
A,F,ED4,NR,PL3,:,:,:,17688,17222,18457,20492,22398,23486,24420,20984,22590,27799,33252,39607
A,F,ED4,NR,PL31,:,:,:,7229,7294,7862,8653,9492,9753,9702,7802,8252,10279,12424,14649
A,F,ED4,NR,PL32,:,:,:,4870,4718,4750,5450,5694,5841,6083,5168,5936,7043,7565,8236
A,F,ED4,NR,PL33,:,:,:,2461,2197,2216,2145,2386,2974,3447,3242,3439,4278,5202,6154
A,F,ED4,NR,PL34,:,:,:,3128,3013,3629,4244,4826,4918,5188,4772,4963,6199,8061,10568
A,F,ED4,NR,PL4,:,:,:,19027,18730,20646,22707,24770,25665,25313,20827,21347,24556,28579,31289
A,F,ED4,NR,PL41,:,:,:,10634,10475,12012,13297,14299,14761,14704,11937,12075,13369,15247,16489
A,F,ED4,NR,PL42,:,:,:,5219,5086,5109,5644,6264,6371,6219,5089,5487,6633,8364,9446
A,F,ED4,NR,PL43,:,:,:,3174,3169,3525,3766,4207,4533,4390,3801,3785,4554,4968,5354
A,F,ED4,NR,PL5,:,:,:,15398,14598,15535,16936,17138,16293,15207,12610,12544,15324,17437,18837
A,F,ED4,NR,PL51,:,:,:,12730,12201,13294,14210,14060,13208,12083,10008,9803,12089,13530,14333
A,F,ED4,NR,PL52,:,:,:,2668,2397,2241,2726,3078,3085,3124,2602,2741,3235,3907,4504
A,F,ED4,NR,PL6,:,:,:,18281,18745,20401,23260,24924,26263,25920,22595,23219,27130,31250,34901
A,F,ED4,NR,PL61,:,:,:,6595,6896,7628,8662,9723,10096,10235,8366,7894,9322,10620,12366
A,F,ED4,NR,PL62,:,:,:,3942,4214,4573,5547,5980,6211,5752,5092,5678,6843,7818,8226
A,F,ED4,NR,PL63,:,:,:,7744,7635,8200,9051,9221,9956,9933,9137,9647,10965,12812,14309
A,F,ED4,NR,PT,:,:,:,:,:,192,565,697,611,761,1622,2012,2374,3201,3326
A,F,ED4,NR,PT1,:,:,:,:,:z,192,565,697,596,761,1579,1959,2274,3038,3163
A,F,ED4,NR,PT11,:,:,:,:,:z,116,249,291,173,212,452,511,753,1067,1067
A,F,ED4,NR,PT15,:,:,:,:,:z,:z,12,72,30,5,60,96,117,127,172
A,F,ED4,NR,PT16,:,:,:,:,:z,20,203,260,340,496,821,983,1018,1182,1212
A,F,ED4,NR,PT17,:,:,:,:,:z,38,57,44,38,8,125,194,188,340,516
A,F,ED4,NR,PT18,:,:,:,:,:z,18,44,30,15,40,121,175,198,322,196
A,F,ED4,NR,PT2,:,:,:,:,:z,:z,:z,:z,15,:z,16,22,48,55,94
A,F,ED4,NR,PT20,:,:,:,:,0,:z,0,:z,15,:z,16,22,48,55,94
A,F,ED4,NR,PT3,:,:,:,:,:z,:z,:z,:z,:z,:z,27,31,52,108,69
A,F,ED4,NR,PT30,:,:,:,:,0,:z,0,:z,:z,:z,27,31,52,108,69
A,F,ED4,NR,RO,53755,61736,60525,51318,45608,38414,33923,30746,28546,27307,33482,39393,45239,50491,56324
A,F,ED4,NR,RO1,:,:,17254,14849,12231,10124,8861,7721,6900,7009,9078,11287,12928,13373,14060
A,F,ED4,NR,RO11,:,:,9401,7809,5954,5025,4320,3517,3023,3229,4197,5515,6912,7436,7923
A,F,ED4,NR,RO12,:,:,7853,7040,6277,5099,4541,4204,3877,3780,4881,5772,6016,5937,6137
A,F,ED4,NR,RO2,:,:,19066,14390,11821,9242,8575,7519,7889,7919,9670,11131,12883,14607,17180
A,F,ED4,NR,RO21,:,:,11565,8621,7017,5451,4756,4106,4135,4386,5291,6164,7069,8169,9486
A,F,ED4,NR,RO22,:,:,7501,5769,4804,3791,3819,3413,3754,3533,4379,4967,5814,6438,7694
A,F,ED4,NR,RO3,:,:,12826,11691,12476,11168,9795,9303,7606,6542,7808,8484,9267,11164,12261
A,F,ED4,NR,RO31,:,:,6245,6124,6364,5174,4384,3981,3520,3218,4128,4756,5164,5597,6251
A,F,ED4,NR,RO32,:,:,6581,5567,6112,5994,5411,5322,4086,3324,3680,3728,4103,5567,6010
A,F,ED4,NR,RO4,:,:,11379,10388,9080,7880,6692,6203,6151,5837,6926,8491,10161,11347,12823
A,F,ED4,NR,RO41,:,:,5410,5307,4870,4629,4190,3828,3705,3500,3946,5025,5945,6864,7731
A,F,ED4,NR,RO42,:,:,5969,5081,4210,3251,2502,2375,2446,2337,2980,3466,4216,4483,5092
A,F,ED4,NR,SE,:,6351,6287,6450,5555,5644,5442,5968,:u,6606,12169,13077,14042,13597,14264
A,F,ED4,NR,SE1,:,2070,2373,2409,2199,2209,1977,2175,:u,2176,2389,5741,6263,6037,6589
A,F,ED4,NR,SE11,:,1149,1350,1400,1335,1304,1114,1174,:u,1334,1543,4311,4821,4820,5301
A,F,ED4,NR,SE12,:,921,1023,1009,864,905,863,1001,:u,842,846,1430,1442,1217,1288
A,F,ED4,NR,SE2,:,2905,2650,3039,2564,2576,2498,2716,:u,3287,3530,5292,5571,5424,5666
A,F,ED4,NR,SE21,:,463,405,399,290,337,296,328,:u,547,703,981,1097,975,774
A,F,ED4,NR,SE22,:,721,721,860,744,726,826,819,:u,1009,1028,1476,1623,1587,1807
A,F,ED4,NR,SE23,:,1721,1524,1780,1530,1513,1376,1569,:u,1731,1799,2835,2851,2862,3085
A,F,ED4,NR,SE3,:,1109,1057,1002,792,859,967,1077,:u,1143,1366,2044,2208,2136,2009
A,F,ED4,NR,SE31,:,601,645,620,523,581,606,640,:u,552,663,1234,1269,1247,1226
A,F,ED4,NR,SE32,:,226,172,169,99,106,155,231,:u,352,405,457,426,331,381
A,F,ED4,NR,SE33,:,282,240,213,170,172,206,206,:u,239,298,353,513,558,402
A,F,ED4,NR,SI,582,367,255,387,715,1041,1193,1370,1448,1408,1501,1322,1520,1910,1627
A,F,ED4,NR,SI0,582,367,255,387,715,1041,1193,1370,1448,1408,1501,1322,1520,1910,1627
A,F,ED4,NR,SI01,:,:,:,:,:,:,:,:,:,591,609,673,669,620,644
A,F,ED4,NR,SI02,:,:,:,:,:,:,:,:,:,817,892,649,851,1290,983
A,F,ED4,NR,SK,2909,3304,3725,4086,3821,3797,2923,2503,2288,2043,1801,1676,1994,2630,2958
A,F,ED4,NR,SK0,2909,3304,3725,4086,3821,3797,2923,2503,2288,2043,1801,1676,1994,2630,2958
A,F,ED4,NR,SK01,:,:,954,923,959,1204,970,742,781,729,722,491,566,669,730
A,F,ED4,NR,SK02,:,:,880,1055,970,915,654,592,488,383,372,370,441,659,683
A,F,ED4,NR,SK03,:,:,957,976,883,658,377,375,344,281,209,271,308,397,594
A,F,ED4,NR,SK04,:,:,934,1132,1009,1020,922,794,675,650,498,544,679,905,951
A,F,ED4,NR,TR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR10,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR21,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR22,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR31,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR32,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR33,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR41,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR42,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR51,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR52,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR61,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR62,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR63,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR7,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR71,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR72,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR8,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR81,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR82,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR83,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR9,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TR90,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRA,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRA1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRA2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRB,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRB1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRB2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRC,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRC1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRC2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,TRC3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:z
A,F,ED4,NR,UK,:,:,:,:,:,:,:,:,:u,27528,24280,24408,29297,:,:
A,F,ED4,NR,UKC,:,:,:,:,:,:,:,:,:u,1344,1398,1223,2113,:,:
A,F,ED4,NR,UKD,:,:,:,:,:,:,:,:,:u,3077,2931,2714,4250,:,:
A,F,ED4,NR,UKE,:,:,:,:,:,:,:,:,:u,2261,2112,1922,2896,:,:
A,F,ED4,NR,UKF,:,:,:,:,:,:,:,:,:u,1514,1580,1523,2503,:,:
A,F,ED4,NR,UKG,:,:,:,:,:,:,:,:,:u,2996,2341,2685,4092,:,:
A,F,ED4,NR,UKH,:,:,:,:,:,:,:,:,:u,1890,1600,1602,2558,:,:
A,F,ED4,NR,UKI,:,:,:,:,:,:,:,:,:u,5020,4071,4186,5476,:,:
A,F,ED4,NR,UKJ,:,:,:,:,:,:,:,:,:u,2879,2303,2560,4407,:,:
A,F,ED4,NR,UKK,:,:,:,:,:,:,:,:,:u,1934,1861,1936,3335,:,:
A,F,ED4,NR,UKL,:,:,:,:,:,:,:,:,:u,1317,1214,1202,2801,:,:
A,F,ED4,NR,UKM,:,:,:,:,:,:,:,:,:u,2304,2119,2126,3186,:,:
A,F,ED4,NR,UKN,:,:,:,:,:,:,:,:,:u,816,688,698,492,:,:
A,F,ED4,NR,UKN0,:,:,:,:,:,:,:,:,:u,816,688,698,492,:,:
A,F,ED4G,NR,AT,:,:,:,:,:,:,:,:,:,:,:,:,:z,:,:
A,F,ED4G,NR,AT1,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT11,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT12,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT13,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT2,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT21,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT22,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT3,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT31,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT32,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT33,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
A,F,ED4G,NR,AT34,:,:,:,:,:,:,:,:z,:z,:,:,:,:z,:,:
