freq,sex,isced97,unit,geo,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
A,T,ED5B,NR,CH01,:,:,:,:,:,:,:,:,:,:,:,:,:,5472,9459
A,T,ED5B,NR,CH02,:,:,:,:,:,:,:,:,:,:,:,:,:,9753,11272
A,T,ED5B,NR,CH03,:,:,:,:,:,:,:,:,:,:,:,:,:,5448,4654
A,T,ED5B,NR,CH04,:,:,:,:,:,:,:,:,:,:,:,:,:,15820,15582
A,T,ED5B,NR,CH05,:,:,:,:,:,:,:,:,:,:,:,:,:,6515,6242
A,T,ED5B,NR,CH06,:,:,:,:,:,:,:,:,:,:,:,:,:,7090,7296
A,T,ED5B,NR,CH07,:,:,:,:,:,:,:,:,:,:,:,:,:,1069,1212
A,T,ED5B,NR,CY,:,8463,7825,9068,10771,14614,16739,15546,15726,16887,11721,13092,12390,10378,8458
A,T,ED5B,NR,CY0,:,8463,7825,9068,10771,14614,16739,15546,15726,16887,11721,13092,12390,10378,8458
A,T,ED5B,NR,CY00,:,8463,7825,9068,10771,14614,16739,15546,15726,16887,11721,13092,12390,10378,8458
A,T,ED5B,NR,CZ,47473,53967,32345,27738,27977,29453,33046,32193,31879,31247,32533,32638,32812,33093,32870
A,T,ED5B,NR,CZ0,47473,53967,32345,27738,27977,29453,33046,32193,31879,31247,32533,32638,32812,33093,32870
A,T,ED5B,NR,CZ01,:,:,:,7375,7129,7899,8863,8634,8548,8381,8725,8753,8800,8876,8168
A,T,ED5B,NR,CZ02,:,:,:,2260,2493,2675,3001,2924,2895,2838,2954,2964,2981,3006,2983
A,T,ED5B,NR,CZ03,:,:,:,3163,3254,3309,3713,3617,3582,3511,3655,3667,3686,3718,4186
A,T,ED5B,NR,CZ04,:,:,:,1466,1559,1719,1929,1879,1861,1824,1899,1905,1915,1931,2854
A,T,ED5B,NR,CZ05,:,:,:,3173,3251,3420,3837,3738,3702,3628,3778,3790,3810,3843,3134
A,T,ED5B,NR,CZ06,:,:,:,4821,4840,5245,5885,5733,5677,5564,5793,5812,5843,5893,5468
A,T,ED5B,NR,CZ07,:,:,:,2600,2982,2617,2936,2860,2833,2776,2891,2900,2915,2940,2883
A,T,ED5B,NR,CZ08,:,:,:,2535,2469,2569,2882,2808,2781,2725,2838,2847,2862,2886,3194
A,T,ED5B,NR,DE,311756,319066,312604,317211,324150,339989,349084,341442,335961,328429,330050,440540,462165,478975,490360
A,T,ED5B,NR,DE1,38439,49303,51201,54272,57526,59890,60734,58928,58920,57913,59858,52740,55538,57804,59652
A,T,ED5B,NR,DE2,46954,46087,45157,46524,46496,48240,50070,48336,48450,47740,48016,55739,59106,61096,62041
A,T,ED5B,NR,DE3,16780,16895,16083,15846,16447,16700,15499,14382,13977,13798,13966,17054,16307,17869,19762
A,T,ED5B,NR,DE30,16780,16895,16083,15846,16447,16700,15499,14382,13977,13798,13966,17054,16307,17869,19762
A,T,ED5B,NR,DE4,7466,7009,6636,6697,6583,7074,7785,8072,7996,9139,9005,11794,12328,13007,13520
A,T,ED5B,NR,DE5,2001,1795,1704,1661,1666,1706,1824,1918,1808,1717,1781,2206,2240,2313,2441
A,T,ED5B,NR,DE50,2001,1795,1704,1661,1666,1706,1824,1918,1808,1717,1781,2206,2240,2313,2441
A,T,ED5B,NR,DE6,7313,6473,6105,5641,5457,5894,6564,6443,6358,6187,6495,9300,9614,10012,10471
A,T,ED5B,NR,DE60,7313,6473,6105,5641,5457,5894,6564,6443,6358,6187,6495,9300,9614,10012,10471
A,T,ED5B,NR,DE7,14704,13704,13485,13415,13831,14903,15657,15332,14516,14140,14580,29405,31675,33580,34356
A,T,ED5B,NR,DE8,2876,2663,2623,2482,2458,2531,2527,2704,2615,2796,2766,9353,9438,9142,9108
A,T,ED5B,NR,DE80,2876,2663,2623,2482,2458,2531,2527,2704,2615,2796,2766,9353,9438,9142,9108
A,T,ED5B,NR,DE9,30863,30888,30735,29956,30188,30724,30000,29040,29049,26511,24750,41209,44523,46367,47268
A,T,ED5B,NR,DEA,88513,85838,82296,85356,86688,91459,95310,94840,93307,88773,87908,101463,106605,110342,113151
A,T,ED5B,NR,DEB,19275,18912,18350,18015,17853,19046,18874,19418,18558,17927,17803,20991,22954,23993,24125
A,T,ED5B,NR,DEC,4532,4498,4243,4207,4314,5017,5856,6248,6270,6304,6352,5367,5888,6223,6575
A,T,ED5B,NR,DEC0,4532,4498,4243,4207,4314,5017,5856,6248,6270,6304,6352,5367,5888,6223,6575
A,T,ED5B,NR,DED,8960,12116,12365,12157,12834,13961,14993,13473,12632,12818,13799,36473,38021,38718,39563
A,T,ED5B,NR,DEE,:,:,:,:,:,7066,7295,6234,5434,4841,4873,13749,13791,13880,13874
A,T,ED5B,NR,DEF,10087,10116,9781,9426,:,9562,9690,9700,9646,11193,10950,14258,14900,15822,15931
A,T,ED5B,NR,DEF0,10087,10116,9781,9426,:,9562,9690,9700,9646,11193,10950,14258,14900,15822,15931
A,T,ED5B,NR,DEG,4561,4929,4895,5156,:,6214,6408,6374,6425,6632,7148,19439,19237,18807,18522
A,T,ED5B,NR,DEG0,4561,4929,4895,5156,:,6214,6408,6374,6425,6632,7148,19439,19237,18807,18522
A,T,ED5B,NR,DK,79611,79220,82973,18499,20142,17550,27810,32128,:u,29311,27754,28725,28568,33422,33230
A,T,ED5B,NR,DK0,79611,79220,82973,18499,20142,17550,27810,32128,:u,29311,27754,28725,28568,33422,33230
A,T,ED5B,NR,DK01,:,:,:,:,:,:,:,:,:u,11907,11623,11685,11577,13769,13662
A,T,ED5B,NR,DK02,:,:,:,:,:,:,:,:,:u,3401,2915,3932,3546,3939,3076
A,T,ED5B,NR,DK03,:,:,:,:,:,:,:,:,:u,6226,5493,5154,5169,6346,6401
A,T,ED5B,NR,DK04,:,:,:,:,:,:,:,:,:u,5594,5990,5913,6110,6949,7428
A,T,ED5B,NR,DK05,:,:,:,:,:,:,:,:,:u,2183,1733,2041,2166,2419,2663
A,T,ED5B,NR,EE,8522,8063,7204,6964,7862,24185,24401,24178,23416,23659,22938,23019,22544,21970,20791
A,T,ED5B,NR,EE0,8522,8063,7204,6964,7862,24185,24401,24178,23416,23659,22938,23019,22544,21970,20791
A,T,ED5B,NR,EE00,8522,8063,7204,6964,7862,24185,24401,24178,23416,23659,22938,23019,22544,21970,20791
A,T,ED5B,NR,EL,104998,109479,135294,154983,171561,182682,203509,228910,244131,213721,235757,226070,218764,229349,224478
A,T,ED5B,NR,EL1,:,41750,:,:,:,:,77179,90042,:,80353,91544,:,:,86764,87400
A,T,ED5B,NR,EL11,:,4664,:,:,:,:,9673,9264,:,10547,11240,:,:,10079,9290
A,T,ED5B,NR,EL12,:,21124,:,:,:,:,32958,36470,:,34648,38031,:,:,37593,36735
A,T,ED5B,NR,EL13,:,5937,:,:,:,:,15415,22659,:,16822,21070,:,:,20643,21948
A,T,ED5B,NR,EL14,:,10025,:,:,:,:,19133,21649,:,18336,21203,:,:,18449,19427
A,T,ED5B,NR,EL2,:,23874,:,:,:,:,52812,66367,:,63568,68466,:,:,67114,61196
A,T,ED5B,NR,EL21,:,2708,:,:,:,:,9754,11913,:,12241,12752,:,:,11809,12226
A,T,ED5B,NR,EL22,:,:z,:,:,:,:,:z,1581,:,3213,2622,:,:,4067,3727
A,T,ED5B,NR,EL23,:,10108,:,:,:,:,21582,27353,:,25331,26907,:,:,24910,20535
A,T,ED5B,NR,EL24,:,8828,:,:,:,:,15449,18060,:,15528,19032,:,:,20600,19355
A,T,ED5B,NR,EL25,:,2230,:,:,:,:,6027,7460,:,7255,7153,:,:,5728,5353
A,T,ED5B,NR,EL3,:,35785,:,:,:,:,57458,53550,:,49216,56450,:,:,53939,54840
A,T,ED5B,NR,EL30,:,35785,:,:,:,:,57458,53550,:,49216,56450,:,:,53939,54840
A,T,ED5B,NR,EL4,:,8070,:,:,:,:,16060,18951,:,20584,19297,:,:,21532,21042
A,T,ED5B,NR,EL41,:,:z,:,:,:,:,:z,:z,:,502,321,:,:,321,327
A,T,ED5B,NR,EL42,:,:z,:,:,:,:,:z,:z,:,195,214,:,:,267,332
A,T,ED5B,NR,EL43,:,8070,:,:,:,:,16060,18951,:,19887,18762,:,:,20944,20383
A,T,ED5B,NR,ES,87541,119653,159569,199358,225327,248035,255488,248140,240071,235815,240300,251491,278792,303965,321392
A,T,ED5B,NR,ES1,10827,15949,20532,25350,27977,32032,34588,31919,30118,27476,26360,26112,27142,29519,32088
A,T,ED5B,NR,ES11,4219,7706,10633,13827,15566,19450,22532,20880,19993,18232,17215,16928,17140,18868,20541
A,T,ED5B,NR,ES12,4623,5425,6436,7787,8637,8563,8180,7428,6704,6100,6119,6045,6457,6852,7364
A,T,ED5B,NR,ES13,1985,2818,3463,3736,3774,4019,3876,3611,3421,3144,3026,3139,3545,3799,4183
A,T,ED5B,NR,ES2,10637,16400,23890,28777,30681,31435,31472,30084,28743,27655,27069,27384,29721,32043,32880
A,T,ED5B,NR,ES21,6887,11080,15559,18244,19131,19083,18831,17825,17072,16076,15559,15702,17083,17867,18168
A,T,ED5B,NR,ES22,870,1180,2038,2783,3129,3473,3594,3419,3128,3084,3018,3089,3204,3413,3612
A,T,ED5B,NR,ES23,269,672,1157,1402,1517,1691,1633,1649,1687,1680,1653,1755,1928,2126,2153
A,T,ED5B,NR,ES24,2611,3468,5136,6348,6904,7188,7414,7191,6856,6815,6839,6838,7506,8637,8947
A,T,ED5B,NR,ES3,15166,18119,22953,27235,30085,31856,31956,30278,28624,27885,27691,29062,32295,35948,38388
A,T,ED5B,NR,ES30,15166,18119,22953,27235,30085,31856,31956,30278,28624,27885,27691,29062,32295,35948,38388
A,T,ED5B,NR,ES4,11622,14923,19470,23930,26560,27896,28377,27993,27704,27436,27680,27612,32095,34348,36520
A,T,ED5B,NR,ES41,6390,8696,11283,14284,15443,16196,16336,15394,14914,14391,13990,13615,15207,16525,16868
A,T,ED5B,NR,ES42,3726,4206,5518,6691,7490,7671,7810,8078,8320,8409,8908,8976,11313,11676,13041
A,T,ED5B,NR,ES43,1506,2021,2669,2955,3627,4029,4231,4521,4470,4636,4782,5021,5575,6147,6611
A,T,ED5B,NR,ES5,22464,32000,42333,54046,58522,65425,67005,66810,65206,66372,69842,76885,87976,97008,103422
A,T,ED5B,NR,ES51,12461,19155,26866,34618,36217,39057,40051,40125,39122,39905,42576,46962,52812,57198,61068
A,T,ED5B,NR,ES52,8196,10709,13314,17096,19814,23701,24456,24265,23522,24004,24567,26842,31611,35540,38262
A,T,ED5B,NR,ES53,1807,2136,2153,2332,2491,2667,2498,2420,2562,2463,2699,3081,3553,4270,4092
A,T,ED5B,NR,ES6,11430,14575,20915,29369,39264,47069,49928,49092,48098,47441,49834,52357,56852,61258,63688
A,T,ED5B,NR,ES61,8507,11000,16419,23984,33083,39261,41905,41852,40962,40512,42801,45125,48784,51900,53771
A,T,ED5B,NR,ES62,2923,3575,4496,5385,6181,6888,7144,6347,6224,5960,6023,6034,6678,7788,8318
A,T,ED5B,NR,ES63,:,:,:,:,:,480,492,535,558,622,644,731,774,810,785
A,T,ED5B,NR,ES64,:,:,:,:,:,440,387,358,354,347,366,467,616,760,814
A,T,ED5B,NR,ES7,5100,7308,8977,9893,11349,12322,12162,11964,11578,11550,11824,12079,12711,13841,14406
A,T,ED5B,NR,ES70,5100,7308,8977,9893,11349,12322,12162,11964,11578,11550,11824,12079,12711,13841,14406
A,T,ED5B,NR,FI,:,:,:,:,:,475,159,95,115,48,60,122,46,80,84
A,T,ED5B,NR,FI1,:,:,:,:,:,475,159,94,115,48,60,122,46,80,84
A,T,ED5B,NR,FI19,:,:,:,:,:,168,6,58,85,46,60,122,46,80,84
A,T,ED5B,NR,FI1B,:,:,:,:,:,:,:,:,:,:,:,:,:,:z,:z
A,T,ED5B,NR,FI1C,:,:,:,:,:,:,:,:,:,:,:,:,:,:z,:z
A,T,ED5B,NR,FI1D,:,:,:,:,:,67,8,4,3,:z,:z,:z,:z,:z,:z
A,T,ED5B,NR,FI2,:,:,:,:,:,:z,:z,1,:z,:z,:z,:z,:z,:z,:z
A,T,ED5B,NR,FI20,:,:,:,:,:,:z,:z,1,:z,:z,:z,:z,:z,:z,:z
A,T,ED5B,NR,FR,477325,478957,489588,500786,502927,508932,515230,525395,535628,539907,542309,552397,562136,564670,576668
A,T,ED5B,NR,FR1,:,92598,94719,96063,95231,98717,99969,99405,102723,102336,100661,102104,105082,104226,106866
A,T,ED5B,NR,FR10,:,92598,94719,96063,95231,98717,99969,99405,102723,102336,100661,102104,105082,104226,106866
A,T,ED5B,NR,FR2,:,77458,78329,80155,80689,82975,83942,83283,85108,84899,86059,86997,88309,88123,89918
A,T,ED5B,NR,FR21,:,10564,10451,10613,10779,11454,11827,11671,11684,11623,11570,11592,11900,11961,12174
A,T,ED5B,NR,FR22,:,13485,13661,14159,14005,14489,14614,14348,14725,14592,14724,15140,15418,15103,15413
A,T,ED5B,NR,FR23,:,13365,13534,13908,14386,14422,14620,14565,15121,14995,15229,15448,15858,16068,16397
A,T,ED5B,NR,FR24,:,18522,18913,19053,18987,19707,19689,19485,19506,19583,19740,19613,19693,19738,20205
A,T,ED5B,NR,FR25,:,9902,10151,10596,10808,11122,11226,11178,11766,11693,12029,12215,12322,12356,12526
A,T,ED5B,NR,FR26,:,11620,11619,11826,11724,11781,11966,12036,12306,12413,12767,12989,13118,12897,13203
A,T,ED5B,NR,FR3,:,37666,38835,39504,39741,39120,39272,39673,39820,40172,40888,41366,41572,41719,42939
A,T,ED5B,NR,FR30,:,37666,38835,39504,39741,39120,39272,39673,39820,40172,40888,41366,41572,41719,42939
A,T,ED5B,NR,FR4,:,44939,46384,47681,47579,46988,47038,47454,48489,49299,50628,51034,51639,51597,52599
A,T,ED5B,NR,FR41,:,20357,20757,21220,21291,21313,21150,21334,21835,22124,22547,22633,22917,22870,23082
A,T,ED5B,NR,FR42,:,14117,15015,15613,15628,15292,15215,15310,15631,15867,16389,16633,16922,17088,17624
A,T,ED5B,NR,FR43,:,10465,10612,10848,10660,10383,10673,10810,11023,11308,11692,11768,11800,11639,11893
A,T,ED5B,NR,FR5,:,66078,67585,68468,68970,68892,69480,69965,71688,72535,71319,73844,75464,74806,76125
A,T,ED5B,NR,FR51,:,27517,28685,29291,29561,29471,29544,30095,30399,30786,29178,31613,32224,31772,32430
A,T,ED5B,NR,FR52,:,26619,26589,26579,26597,26812,27178,27210,28230,28219,28469,28414,28995,28963,29468
A,T,ED5B,NR,FR53,:,11942,12311,12598,12812,12609,12758,12660,13059,13530,13672,13817,14245,14071,14227
A,T,ED5B,NR,FR6,:,49828,50696,52001,52866,52903,54084,53287,54054,55222,56134,57450,58089,58946,59544
A,T,ED5B,NR,FR61,:,21456,21989,22424,22465,22918,23114,23096,24009,24385,24457,25077,25418,26234,26663
A,T,ED5B,NR,FR62,:,21458,21753,22365,23056,23000,23727,22676,22660,23460,24045,24765,25028,25197,25411
A,T,ED5B,NR,FR63,:,6914,6954,7212,7345,6985,7243,7515,7385,7377,7632,7608,7643,7515,7470
A,T,ED5B,NR,FR7,:,59687,60907,63018,62926,63950,65082,65789,66601,67153,67588,68788,70310,71545,72712
A,T,ED5B,NR,FR71,:,48572,49592,51541,51622,52492,53573,54181,54701,55292,55668,56587,57799,59251,59883
A,T,ED5B,NR,FR72,:,11115,11315,11477,11304,11458,11509,11608,11900,11861,11920,12201,12511,12294,12829
A,T,ED5B,NR,FR8,:,50703,52133,53896,54925,55387,56128,56715,56763,57640,58091,59534,60608,62169,63356
A,T,ED5B,NR,FR81,:,17898,18558,19383,19903,20167,20730,20920,20684,20721,20779,21059,21736,22132,22764
A,T,ED5B,NR,FR82,:,31794,32577,33443,33874,34094,34213,34537,34723,35560,35946,37062,37372,38510,39096
A,T,ED5B,NR,FR83,:,1011,998,1070,1148,1126,1185,1258,1356,1359,1366,1413,1500,1527,1496
A,T,ED5B,NR,FR9,:,7385,7476,7852,8063,8557,9163,9824,10382,10651,10941,11280,11063,11539,12609
A,T,ED5B,NR,FR91,:,1636,1721,1870,1914,2147,2463,2398,2477,2608,2680,2771,2721,2686,2869
A,T,ED5B,NR,FR92,:,2116,2006,2058,2078,2186,2299,2488,2579,2736,2770,2910,2745,2833,2962
A,T,ED5B,NR,FR93,:,303,312,339,358,393,430,807,893,594,637,663,601,746,934
A,T,ED5B,NR,FR94,:,3330,3437,3585,3713,3831,3971,4131,4433,4713,4854,4936,4996,5274,5844
A,T,ED5B,NR,HR,:,:,:,:,:,:,:,:,:,42257,43177,43737,47138,49201,49398
A,T,ED5B,NR,HR0,:,:,:,:,:,:,:,:,:,42257,:,:,:,48100,49398
A,T,ED5B,NR,HR03,:,:,:,:,:,:,:,:,:,:,13922,14903,15648,15057,14486
A,T,ED5B,NR,HR04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,33742
A,T,ED5B,NR,HU,:z,819,3522,6724,9560,15021,20321,23614,25039,26066,28409,32323,37130,41021,42048
A,T,ED5B,NR,HU1,:,:,:,5015,4963,6172,9146,9440,9079,10341,10587,11846,14347,15462,16308
A,T,ED5B,NR,HU10,:,:,:,5015,4963,6172,9146,9440,9079,10341,10587,11846,14347,15462,16308
A,T,ED5B,NR,HU2,:,:,:,810,2121,4550,7195,8927,10594,8060,8351,9140,10099,11952,11679
A,T,ED5B,NR,HU21,:,:,:,276,822,1895,3422,4071,4574,3290,3156,3437,3782,4653,4118
A,T,ED5B,NR,HU22,:,:,:,73,562,1269,1721,2173,2550,1923,2278,2654,2667,3383,3741
A,T,ED5B,NR,HU23,:,:,:,461,737,1386,2052,2683,3470,2847,2917,3049,3650,3916,3820
A,T,ED5B,NR,HU3,:,:,:,899,2476,4299,3980,5247,5366,7665,9471,11337,12684,13607,14061
A,T,ED5B,NR,HU31,:,:,:,477,927,1621,2202,2505,2586,2030,2259,2677,3236,3669,4159
A,T,ED5B,NR,HU32,:,:,:,227,789,1423,995,1650,1462,2560,3288,3991,4922,5107,5249
A,T,ED5B,NR,HU33,:,:,:,195,760,1255,783,1092,1318,3075,3924,4669,4526,4831,4653
A,T,ED5B,NR,IE,54205,:,65329,62718,68599,64873,63194,55938,54128,54499,48448,48494,44078,42367,39780
A,T,ED5B,NR,IE0,54205,:,65329,62718,68599,64873,63194,55938,54128,54499,48448,48494,44078,42367,39780
A,T,ED5B,NR,IE01,:,:,:z,:,:z,0,:,11273d,:,:,:,:,10831,11176,10590
A,T,ED5B,NR,IE02,:,:,:z,:,:z,0,:,21998d,:,:,:,:,33247,31191,29190
A,T,ED5B,NR,IS,:,:,:,:,:,:,:,:,:,:,429,325,326,359,259
A,T,ED5B,NR,IS0,:,:,:,:,:,:,:,:,:,:,429,325,326,359,259
A,T,ED5B,NR,IS00,:,:,:,:,:,:,:,:,:,:,429,325,326,359,259
A,T,ED5B,NR,IT,33503,30271,26938,43705,22887,20868,21933,21480,13911,10518,7825,6300,5005,4754,4263
A,T,ED5B,NR,ITC,8010,7172,5337,14071,5515,5776,6176,5024,:,1818,1440,1138,822,740,764
A,T,ED5B,NR,ITC1,1997,2017,1737,6346,957,996,1144,1076,:,497,363,276,242,247,249
A,T,ED5B,NR,ITC2,:n,:n,:n,44,:n,:z,:z,37,:,15,25,31,27,24,28
A,T,ED5B,NR,ITC3,997,:n,210,838,286,302,269,408,:,144,103,91,93,101,74
A,T,ED5B,NR,ITC4,5016,5155,3390,6843,4272,4478,4763,3503,:,1162,949,740,460,368,413
A,T,ED5B,NR,ITF,7215,5586,4853,7927,3911,3634,3948,5294,:,2532,1583,1362,1405,1235,1285
A,T,ED5B,NR,ITF1,992,233,238,508,486,348,352,714,:,238,205,178,170,170,132
A,T,ED5B,NR,ITF2,:n,:n,:n,186,43,:z,8,5,:,65,18,13,70,8,9
A,T,ED5B,NR,ITF3,3455,3694,2950,3282,1334,1338,1561,1540,:,782,455,357,479,341,339
A,T,ED5B,NR,ITF4,1719,1091,1085,2460,1351,1308,1271,1909,:,796,577,536,475,426,516
A,T,ED5B,NR,ITF5,:n,:n,:n,69,18,:z,4,174,:,158,82,92,101,87,91
A,T,ED5B,NR,ITF6,1049,568,580,1422,679,640,752,952,:,493,246,186,110,203,198
A,T,ED5B,NR,ITG,3662,3247,2272,4460,3209,2923,2503,2790,:,1341,1111,883,672,700,582
A,T,ED5B,NR,ITG1,2983,2910,1953,3851,2779,2568,2162,2199,:,966,797,610,479,520,426
A,T,ED5B,NR,ITG2,679,337,319,609,430,355,341,591,:,375,314,273,193,180,156
A,T,ED5B,NR,ITH,5312,5012,4864,6263,3604,2828,3262,3369,:,1837,1273,994,867,821,790
A,T,ED5B,NR,ITH1,:,:,:,:,:,:z,3,75,:,79,56,26,:z,19,25
A,T,ED5B,NR,ITH2,:,:,:,:,:,:z,:z,74,:,40,47,52,55,58,64
A,T,ED5B,NR,ITH3,3008,907,932,2677,1541,1165,1330,1299,:,769,444,341,331,281,258
A,T,ED5B,NR,ITH4,:n,:n,:n,239,113,:z,128,259,:,86,70,64,72,77,85
A,T,ED5B,NR,ITH5,2304,4105,3932,3177,1928,1663,1801,1662,:,863,656,511,409,386,358
A,T,ED5B,NR,ITI,9304,9254,9612,10984,6648,5707,6044,5003,:,2990,2418,1923,1239,1258,842
A,T,ED5B,NR,ITI1,2878,3069,3615,3874,2596,2298,2138,1409,:,672,555,610,460,439,343
A,T,ED5B,NR,ITI2,903,975,808,1087,352,233,281,436,:,199,156,142,123,126,90
A,T,ED5B,NR,ITI3,1609,1635,1559,1881,920,885,1009,985,:,472,347,255,181,169,129
A,T,ED5B,NR,ITI4,3914,3575,3630,4142,2780,2291,2616,2173,:,1647,1360,916,475,524,280
A,T,ED5B,NR,LI,:,:,:,:,:,:,:,:,:,:,:n,:,:,:,:
A,T,ED5B,NR,LI0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:
A,T,ED5B,NR,LI00,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:
A,T,ED5B,NR,LT,29303,32887,37559,40330,41875,48058,52119,56572,56781,56313,60096,61383,56704,53297,49777
A,T,ED5B,NR,LT0,29303,32887,37559,40330,41875,48058,52119,56572,56781,56313,60096,61383,56704,53297,49777
A,T,ED5B,NR,LT00,29303,32887,37559,40330,41875,48058,52119,56572,56781,56313,60096,61383,56704,53297,49777
A,T,ED5B,NR,LU,1389,1440,1886,1053,1179,1216,:,:,:,:,:z,:z,:,984,1375
A,T,ED5B,NR,LU0,1389,1440,1886,1053,1179,1216,:,:,:,:,0,0,:,984,1375
A,T,ED5B,NR,LU00,1389,1440,1886,1053,1179,1216,:,:,:,:,0,0,:,984,1375
A,T,ED5B,NR,LV,5285,5389,6268,10867,16408,22402,15191,17249,18017,19242,21015,21124,18645,17203,16821
A,T,ED5B,NR,LV0,5285,5389,6268,10867,16408,22402,15191,17249,18017,19242,21015,21124,18645,17203,16821
A,T,ED5B,NR,LV00,5285,5389,6268,10867,16408,22402,15191,17249,18017,19242,21015,21124,18645,17203,16821
A,T,ED5B,NR,MK,:,:,:,:,:,:,:,:,:,:,2237,2135,2217,2203,1921
A,T,ED5B,NR,MK0,:,:,:,:,:,:,:,:,:,:,2237,2135,2217,2203,1921
A,T,ED5B,NR,MK00,:,:,:,:,:,:,:,:,:,:,2237,2135,2217,2203,1921
A,T,ED5B,NR,MT,:,:,1079,1204,1325,1929,1143,1341,1205,1403,1285,628,1202,1447,1628
A,T,ED5B,NR,MT0,:,:,1079,1204,1325,1929,1143,1341,1205,1403,1285,628,1202,1447,1628
A,T,ED5B,NR,MT00,:,:,1079,1204,1325,1929,1143,1341,1205,1403,1285,628,1202,1447,1628
A,T,ED5B,NR,NL,6144,6704,7485,7265,7252,6603,:,:,:,:z,:z,885,1173,1429,15884
A,T,ED5B,NR,NL1,:,562,587,564,612,568,:,:,:,:z,:,150,150,182,203
A,T,ED5B,NR,NL11,:,562,587,564,541,487,:,:,:,:z,:,51,64,78,87
A,T,ED5B,NR,NL12,:,:z,:z,:z,71,81,:,:,:,:z,:,70,57,71,79
A,T,ED5B,NR,NL13,:,:z,:z,:z,:z,:z,:,:,:,:z,:,29,29,33,37
A,T,ED5B,NR,NL2,:,1100,1118,1180,1361,1367,:,:,:,:z,:,143,168,259,291
A,T,ED5B,NR,NL21,:,661,667,671,696,588,:,:,:,:z,:,50,50,87,98
A,T,ED5B,NR,NL22,:,439,451,509,665,779,:,:,:,:z,:,77,94,132,148
A,T,ED5B,NR,NL23,:,:z,:z,:z,:z,:z,:,:,:,:z,:,16,24,40,45
A,T,ED5B,NR,NL3,:,2782,3683,3480,3235,2720,:,:,:,:z,:,348,525,630,706
A,T,ED5B,NR,NL31,:,1929,2780,2586,2192,1651,:,:,:,:z,:,38,64,61,69
A,T,ED5B,NR,NL32,:,565,653,663,683,189,:,:,:,:z,:,112,165,193,217
A,T,ED5B,NR,NL33,:,288,250,231,360,880,:,:,:,:z,:,177,276,352,393
A,T,ED5B,NR,NL34,:,:z,:z,:z,:z,:z,:,:,:,:z,:,21,20,24,27
A,T,ED5B,NR,NL4,:,2260,2097,2041,2044,1948,:,:,:,:z,:,244,330,358,400
A,T,ED5B,NR,NL41,:,1921,1756,1703,1762,1655,:,:,:,:z,:,193,276,301,337
A,T,ED5B,NR,NL42,:,339,341,338,282,293,:,:,:,:z,:,51,54,57,63
A,T,ED5B,NR,NO,:,:,:,:,:,:,:,:,1942,1811,1698,1258,1021,879,871
A,T,ED5B,NR,NO0,:,:,:,:,:,:,:,:,1942,1811,1698,1258,1021,879,871
A,T,ED5B,NR,NO01,:,:,:,:,:,:,:,:,579,573,676,591,592,531,536
A,T,ED5B,NR,NO02,:,:,:,:,:,:,:,:,150,86,16,7,1,4,4
A,T,ED5B,NR,NO03,:,:,:,:,:,:,:,:,217,213,197,68,75,56,45
A,T,ED5B,NR,NO04,:,:,:,:,:,:,:,:,225,228,273,138,76,58,44
A,T,ED5B,NR,NO05,:,:,:,:,:,:,:,:,248,114,69,51,23,12,11
A,T,ED5B,NR,NO06,:,:,:,:,:,:,:,:,219,327,283,283,254,217,229
A,T,ED5B,NR,NO07,:,:,:,:,:,:,:,:,304,270,184,120,:z,1,2
A,T,ED5B,NR,PL,16745,17086,18020,17809,19421,20745,22355,22429,23200,22933,23209,21304,18779,16173,13253
A,T,ED5B,NR,PL1,:,:,:,3473,3972,4720,4902,4870,5091,4952,4862,4421,4271,3640,3370
A,T,ED5B,NR,PL11,:,:,:,1514,1625,1829,2016,2016,2192,2117,1970,1626,1557,1429,1248
A,T,ED5B,NR,PL12,:,:,:,1959,2347,2891,2886,2854,2899,2835,2892,2795,2714,2211,2122
A,T,ED5B,NR,PL2,:,:,:,5849,6677,6489,7011,6561,6220,5908,5726,5269,4509,4105,3669
A,T,ED5B,NR,PL21,:,:,:,326,522,571,1037,1060,1052,1025,925,783,673,395,338
A,T,ED5B,NR,PL22,:,:,:,5523,6155,5918,5974,5501,5168,4883,4801,4486,3836,3710,3331
A,T,ED5B,NR,PL3,:,:,:,3580,3578,3990,4455,4801,5276,5564,5811,4987,4126,3283,2264
A,T,ED5B,NR,PL31,:,:,:,744,722,837,895,918,943,1075,1185,1062,884,690,482
A,T,ED5B,NR,PL32,:,:,:,1293,1298,1429,1715,2041,2533,2836,2633,2079,1612,1316,1238
A,T,ED5B,NR,PL33,:,:,:,212,203,207,220,232,245,265,600,477,429,369,279
A,T,ED5B,NR,PL34,:,:,:,1331,1355,1517,1625,1610,1555,1388,1393,1369,1201,908,265
A,T,ED5B,NR,PL4,:,:,:,1427,1865,2160,2397,2608,2695,2855,2511,2121,1777,1684,1473
A,T,ED5B,NR,PL41,:,:,:,508,468,503,648,860,1118,1299,1271,1117,1096,1085,1128
